"x" "y"
23.5269629080696 44.1793949560817
23.6554177688495 44.1793949560817
23.7838726296294 44.1793949560817
23.9123274904094 44.1793949560817
24.0407823511893 44.1793949560817
24.1692372119692 44.1793949560817
24.2976920727491 44.1793949560817
24.4261469335291 44.1793949560817
24.554601794309 44.1793949560817
24.6830566550889 44.1793949560817
24.8115115158688 44.1793949560817
23.5269629080696 44.0862346131162
23.6554177688495 44.0862346131162
23.7838726296294 44.0862346131162
23.9123274904094 44.0862346131162
24.0407823511893 44.0862346131162
24.1692372119692 44.0862346131162
24.2976920727491 44.0862346131162
24.4261469335291 44.0862346131162
24.554601794309 44.0862346131162
24.6830566550889 44.0862346131162
24.8115115158688 44.0862346131162
23.5269629080696 43.9930742701508
23.6554177688495 43.9930742701508
23.7838726296294 43.9930742701508
23.9123274904094 43.9930742701508
24.0407823511893 43.9930742701508
24.1692372119692 43.9930742701508
24.2976920727491 43.9930742701508
24.4261469335291 43.9930742701508
24.554601794309 43.9930742701508
24.6830566550889 43.9930742701508
24.8115115158688 43.9930742701508
23.5269629080696 43.8999139271853
23.6554177688495 43.8999139271853
23.7838726296294 43.8999139271853
23.9123274904094 43.8999139271853
24.0407823511893 43.8999139271853
24.1692372119692 43.8999139271853
24.2976920727491 43.8999139271853
24.4261469335291 43.8999139271853
24.554601794309 43.8999139271853
24.6830566550889 43.8999139271853
24.8115115158688 43.8999139271853
23.5269629080696 43.8067535842198
23.6554177688495 43.8067535842198
23.7838726296294 43.8067535842198
23.9123274904094 43.8067535842198
24.0407823511893 43.8067535842198
24.1692372119692 43.8067535842198
24.2976920727491 43.8067535842198
24.4261469335291 43.8067535842198
24.554601794309 43.8067535842198
24.6830566550889 43.8067535842198
24.8115115158688 43.8067535842198
23.5269629080696 43.7135932412544
23.6554177688495 43.7135932412544
23.7838726296294 43.7135932412544
23.9123274904094 43.7135932412544
24.0407823511893 43.7135932412544
24.1692372119692 43.7135932412544
24.2976920727491 43.7135932412544
24.4261469335291 43.7135932412544
24.554601794309 43.7135932412544
24.6830566550889 43.7135932412544
24.8115115158688 43.7135932412544
23.5269629080696 43.6204328982889
23.6554177688495 43.6204328982889
23.7838726296294 43.6204328982889
23.9123274904094 43.6204328982889
24.0407823511893 43.6204328982889
24.1692372119692 43.6204328982889
24.2976920727491 43.6204328982889
24.4261469335291 43.6204328982889
24.554601794309 43.6204328982889
24.6830566550889 43.6204328982889
24.8115115158688 43.6204328982889
23.5269629080696 43.5272725553234
23.6554177688495 43.5272725553234
23.7838726296294 43.5272725553234
23.9123274904094 43.5272725553234
24.0407823511893 43.5272725553234
24.1692372119692 43.5272725553234
24.2976920727491 43.5272725553234
24.4261469335291 43.5272725553234
24.554601794309 43.5272725553234
24.6830566550889 43.5272725553234
24.8115115158688 43.5272725553234
23.5269629080696 43.434112212358
23.6554177688495 43.434112212358
23.7838726296294 43.434112212358
23.9123274904094 43.434112212358
24.0407823511893 43.434112212358
24.1692372119692 43.434112212358
24.2976920727491 43.434112212358
24.4261469335291 43.434112212358
24.554601794309 43.434112212358
24.6830566550889 43.434112212358
24.8115115158688 43.434112212358
23.5269629080696 43.3409518693925
23.6554177688495 43.3409518693925
23.7838726296294 43.3409518693925
23.9123274904094 43.3409518693925
24.0407823511893 43.3409518693925
24.1692372119692 43.3409518693925
24.2976920727491 43.3409518693925
24.4261469335291 43.3409518693925
24.554601794309 43.3409518693925
24.6830566550889 43.3409518693925
24.8115115158688 43.3409518693925
23.5269629080696 43.247791526427
23.6554177688495 43.247791526427
23.7838726296294 43.247791526427
23.9123274904094 43.247791526427
24.0407823511893 43.247791526427
24.1692372119692 43.247791526427
24.2976920727491 43.247791526427
24.4261469335291 43.247791526427
24.554601794309 43.247791526427
24.6830566550889 43.247791526427
24.8115115158688 43.247791526427
