Year,World,Northern Hemisphere,Southern Hemisphere
2128,434.12,433.22,435.02
2129,432.86,431.96,433.76
2130,431.61,430.71,432.5
2131,430.35,429.46,431.25
2132,429.11,428.21,430.01
2133,427.87,426.97,428.76
2134,426.63,425.73,427.53
2135,425.4,424.5,426.29
2136,424.17,423.27,425.07
2137,422.94,422.04,423.84
2138,421.72,420.82,422.62
2139,420.5,419.61,421.4
2140,419.29,418.39,420.19
2141,418.08,417.2,418.96
2142,416.89,416.03,417.76
2143,415.75,414.9,416.59
2144,414.64,413.82,415.47
2145,413.58,412.77,414.38
2146,412.54,411.75,413.33
2147,411.55,410.77,412.32
2148,410.58,409.83,411.34
2149,409.65,408.92,410.39
2150,408.75,408.03,409.47
2151,407.89,407.18,408.59
2152,407.05,406.37,407.73
2153,406.24,405.58,406.91
2154,405.47,404.83,406.12
2155,404.73,404.1,405.36
2156,404.02,403.41,404.63
2157,403.34,402.75,403.93
2158,402.69,402.11,403.26
2159,402.07,401.51,402.62
2160,401.47,400.93,402.01
2161,400.9,400.38,401.42
2162,400.36,399.86,400.87
2163,399.85,399.36,400.34
2164,399.36,398.9,399.83
2165,398.9,398.45,399.35
2166,398.47,398.04,398.9
2167,398.06,397.64,398.47
2168,397.67,397.28,398.07
2169,397.31,396.94,397.69
2170,396.98,396.62,397.34
2171,396.67,396.33,397.01
2172,396.38,396.06,396.71
2173,396.12,395.82,396.43
2174,395.89,395.6,396.17
2175,395.67,395.4,395.94
2176,395.48,395.23,395.73
2177,395.32,395.08,395.55
2178,395.17,394.96,395.39
2179,395.05,394.86,395.25
2180,394.96,394.78,395.14
2181,394.88,394.72,395.04
2182,394.83,394.69,394.97
2183,394.8,394.68,394.93
2184,394.79,394.69,394.9
2185,394.81,394.72,394.9
2186,394.85,394.78,394.92
2187,394.91,394.85,394.96
2188,394.99,394.95,395.02
2189,395.09,395.07,395.11
2190,395.21,395.21,395.22
2191,395.36,395.36,395.36
2192,395.51,395.51,395.51
2193,395.64,395.64,395.64
2194,395.75,395.75,395.75
2195,395.85,395.85,395.85
2196,395.94,395.94,395.94
2197,396.02,396.03,396.02
2198,396.1,396.1,396.1
2199,396.16,396.16,396.16
2200,396.21,396.21,396.21
2201,396.26,396.26,396.26
2202,396.3,396.3,396.3
2203,396.34,396.34,396.34
2204,396.37,396.37,396.37
2205,396.39,396.39,396.39
2206,396.42,396.42,396.41
2207,396.43,396.43,396.43
2208,396.44,396.44,396.44
2209,396.45,396.45,396.45
2210,396.46,396.46,396.46
2211,396.46,396.46,396.46
2212,396.46,396.46,396.46
2213,396.46,396.46,396.46
2214,396.45,396.45,396.45
2215,396.44,396.44,396.44
2216,396.43,396.43,396.43
2217,396.42,396.42,396.42
2218,396.4,396.4,396.4
2219,396.39,396.39,396.39
2220,396.37,396.37,396.37
2221,396.35,396.35,396.35
2222,396.32,396.32,396.32
2223,396.3,396.3,396.3
2224,396.27,396.27,396.27
2225,396.25,396.25,396.25
2226,396.22,396.22,396.22
2227,396.19,396.19,396.19
2228,396.16,396.16,396.16
2229,396.13,396.13,396.13
2230,396.09,396.09,396.09
2231,396.06,396.06,396.06
2232,396.02,396.02,396.02
2233,395.99,395.99,395.99
2234,395.95,395.95,395.95
2235,395.91,395.91,395.91
2236,395.87,395.87,395.87
2237,395.83,395.83,395.83
2238,395.79,395.79,395.79
2239,395.75,395.75,395.75
2240,395.71,395.71,395.71
2241,395.66,395.66,395.66
2242,395.62,395.62,395.62
2243,395.57,395.57,395.57
2244,395.53,395.53,395.53
2245,395.48,395.48,395.48
2246,395.43,395.43,395.43
2247,395.39,395.39,395.38
2248,395.34,395.34,395.34
2249,395.29,395.29,395.29
2250,395.24,395.24,395.24
2251,395.19,395.19,395.19
2252,395.14,395.14,395.13
2253,395.08,395.08,395.08
2254,395.03,395.03,395.03
2255,394.98,394.98,394.98
2256,394.92,394.92,394.92
2257,394.87,394.87,394.87
2258,394.81,394.81,394.81
2259,394.75,394.75,394.75
2260,394.69,394.69,394.69
2261,394.64,394.64,394.64
2262,394.58,394.58,394.58
2263,394.52,394.52,394.52
2264,394.46,394.46,394.46
2265,394.4,394.4,394.4
2266,394.33,394.34,394.33
2267,394.27,394.27,394.27
2268,394.21,394.21,394.21
2269,394.15,394.15,394.15
2270,394.09,394.09,394.09
2271,394.03,394.03,394.03
2272,393.97,393.97,393.97
2273,393.91,393.91,393.91
2274,393.85,393.85,393.85
2275,393.79,393.79,393.79
2276,393.73,393.73,393.73
2277,393.67,393.67,393.67
2278,393.61,393.61,393.61
2279,393.55,393.55,393.55
2280,393.49,393.49,393.49
2281,393.43,393.43,393.43
2282,393.38,393.38,393.37
2283,393.32,393.32,393.32
2284,393.26,393.26,393.26
2285,393.2,393.2,393.2
2286,393.14,393.14,393.14
2287,393.08,393.08,393.08
2288,393.03,393.03,393.03
2289,392.97,392.97,392.97
2290,392.91,392.91,392.91
2291,392.86,392.86,392.85
2292,392.8,392.8,392.8
2293,392.74,392.74,392.74
2294,392.68,392.69,392.68
2295,392.63,392.63,392.63
2296,392.57,392.57,392.57
2297,392.52,392.52,392.52
2298,392.46,392.46,392.46
2299,392.41,392.41,392.41
2300,392.35,392.35,392.35
2301,392.3,392.3,392.3
2302,392.24,392.24,392.24
2303,392.19,392.19,392.19
2304,392.13,392.13,392.13
2305,392.08,392.08,392.08
2306,392.03,392.03,392.03
2307,391.97,391.97,391.97
2308,391.92,391.92,391.92
2309,391.87,391.87,391.87
2310,391.81,391.81,391.81
2311,391.76,391.76,391.76
2312,391.71,391.71,391.71
2313,391.65,391.66,391.65
2314,391.6,391.6,391.6
2315,391.55,391.55,391.55
2316,391.5,391.5,391.5
2317,391.45,391.45,391.45
2318,391.39,391.4,391.39
2319,391.34,391.34,391.34
2320,391.29,391.29,391.29
2321,391.24,391.24,391.24
2322,391.19,391.19,391.19
2323,391.14,391.14,391.14
2324,391.09,391.09,391.09
2325,391.04,391.04,391.04
2326,390.99,390.99,390.99
2327,390.94,390.94,390.94
2328,390.89,390.89,390.88
2329,390.83,390.84,390.83
2330,390.79,390.79,390.78
2331,390.73,390.74,390.73
2332,390.68,390.69,390.68
2333,390.64,390.64,390.63
2334,390.59,390.59,390.59
2335,390.54,390.54,390.54
2336,390.49,390.49,390.49
2337,390.44,390.44,390.44
2338,390.39,390.39,390.39
2339,390.34,390.34,390.34
2340,390.29,390.29,390.29
2341,390.24,390.24,390.24
2342,390.19,390.19,390.19
2343,390.14,390.15,390.14
2344,390.1,390.1,390.1
2345,390.05,390.05,390.05
2346,390,390,390
2347,389.95,389.95,389.95
2348,389.9,389.9,389.9
2349,389.86,389.86,389.85
2350,389.81,389.81,389.81
2351,389.76,389.76,389.76
2352,389.71,389.71,389.71
2353,389.66,389.66,389.66
2354,389.62,389.62,389.62
2355,389.57,389.57,389.57
2356,389.52,389.52,389.52
2357,389.48,389.48,389.47
2358,389.43,389.43,389.43
2359,389.38,389.38,389.38
2360,389.33,389.33,389.33
2361,389.29,389.29,389.29
2362,389.24,389.24,389.24
2363,389.19,389.19,389.19
2364,389.15,389.15,389.15
2365,389.1,389.1,389.1
2366,389.05,389.05,389.05
2367,389.01,389.01,389.01
2368,388.96,388.96,388.96
2369,388.91,388.91,388.91
2370,388.87,388.87,388.87
2371,388.82,388.82,388.82
2372,388.78,388.78,388.78
2373,388.73,388.73,388.73
2374,388.68,388.68,388.68
2375,388.64,388.64,388.64
2376,388.59,388.59,388.59
2377,388.55,388.55,388.55
2378,388.5,388.5,388.5
2379,388.45,388.46,388.45
2380,388.41,388.41,388.41
2381,388.36,388.36,388.36
2382,388.32,388.32,388.32
2383,388.27,388.27,388.27
2384,388.23,388.23,388.23
2385,388.18,388.18,388.18
2386,388.14,388.14,388.14
2387,388.09,388.09,388.09
2388,388.05,388.05,388.05
2389,388,388,388
2390,387.96,387.96,387.96
2391,387.91,387.91,387.91
2392,387.87,387.87,387.87
2393,387.82,387.82,387.82
2394,387.78,387.78,387.78
2395,387.73,387.74,387.73
2396,387.69,387.69,387.69
2397,387.65,387.65,387.65
2398,387.6,387.6,387.6
2399,387.56,387.56,387.56
2400,387.51,387.51,387.51
2401,387.47,387.47,387.47
2402,387.42,387.43,387.42
2403,387.38,387.38,387.38
2404,387.34,387.34,387.34
2405,387.29,387.29,387.29
2406,387.25,387.25,387.25
2407,387.2,387.21,387.2
2408,387.16,387.16,387.16
2409,387.12,387.12,387.12
2410,387.07,387.07,387.07
2411,387.03,387.03,387.03
2412,386.99,386.99,386.99
2413,386.94,386.94,386.94
2414,386.9,386.9,386.9
2415,386.86,386.86,386.86
2416,386.81,386.81,386.81
2417,386.77,386.77,386.77
2418,386.73,386.73,386.73
2419,386.68,386.68,386.68
2420,386.64,386.64,386.64
2421,386.6,386.6,386.6
2422,386.55,386.55,386.55
2423,386.51,386.51,386.51
2424,386.47,386.47,386.47
2425,386.42,386.43,386.42
2426,386.38,386.38,386.38
2427,386.34,386.34,386.34
2428,386.3,386.3,386.3
2429,386.25,386.25,386.25
2430,386.21,386.21,386.21
2431,386.17,386.17,386.17
2432,386.13,386.13,386.13
2433,386.08,386.08,386.08
2434,386.04,386.04,386.04
2435,386,386,386
2436,385.96,385.96,385.96
2437,385.92,385.92,385.91
2438,385.87,385.87,385.87
2439,385.83,385.83,385.83
2440,385.79,385.79,385.79
2441,385.75,385.75,385.75
2442,385.7,385.7,385.7
2443,385.66,385.66,385.66
2444,385.62,385.62,385.62
2445,385.58,385.58,385.58
2446,385.54,385.54,385.54
2447,385.49,385.49,385.49
2448,385.45,385.45,385.45
2449,385.41,385.41,385.41
2450,385.37,385.37,385.37
2451,385.33,385.33,385.33
2452,385.29,385.29,385.29
2453,385.24,385.24,385.24
2454,385.2,385.2,385.2
2455,385.16,385.16,385.16
2456,385.12,385.12,385.12
2457,385.08,385.08,385.08
2458,385.04,385.04,385.04
2459,385,385,385
2460,384.95,384.95,384.95
2461,384.91,384.91,384.91
2462,384.87,384.87,384.87
2463,384.83,384.83,384.83
2464,384.79,384.79,384.79
2465,384.75,384.75,384.75
2466,384.71,384.71,384.71
2467,384.67,384.67,384.67
2468,384.63,384.63,384.63
2469,384.58,384.59,384.58
2470,384.54,384.54,384.54
2471,384.5,384.5,384.5
2472,384.46,384.46,384.46
2473,384.42,384.42,384.42
2474,384.38,384.38,384.38
2475,384.34,384.34,384.34
2476,384.3,384.3,384.3
2477,384.26,384.26,384.26
2478,384.22,384.22,384.22
2479,384.18,384.18,384.18
2480,384.14,384.14,384.14
2481,384.1,384.1,384.1
2482,384.06,384.06,384.06
2483,384.02,384.02,384.02
2484,383.98,383.98,383.98
2485,383.94,383.94,383.94
2486,383.9,383.9,383.9
2487,383.86,383.86,383.86
2488,383.82,383.82,383.82
2489,383.78,383.78,383.78
2490,383.74,383.74,383.74
2491,383.7,383.7,383.7
2492,383.66,383.66,383.66
2493,383.62,383.62,383.62
2494,383.58,383.58,383.58
2495,383.54,383.54,383.54
2496,383.5,383.5,383.5
2497,383.46,383.46,383.46
2498,383.42,383.42,383.42
2499,383.38,383.38,383.38
2500,383.36,383.36,383.36
