Year,World,Northern Hemisphere,Southern Hemisphere
2129,1096.33,1099.89,1092.77
2130,1103.53,1107.06,1100
2131,1110.67,1114.17,1107.17
2132,1117.75,1121.22,1114.28
2133,1124.78,1128.22,1121.34
2134,1131.76,1135.17,1128.34
2135,1138.67,1142.06,1135.28
2136,1145.53,1148.89,1142.17
2137,1152.34,1155.67,1149.01
2138,1159.08,1162.38,1155.78
2139,1165.77,1169.04,1162.5
2140,1172.4,1175.64,1169.16
2141,1178.96,1182.17,1175.75
2142,1185.47,1188.65,1182.29
2143,1191.92,1195.07,1188.77
2144,1198.31,1201.43,1195.19
2145,1204.63,1207.72,1201.54
2146,1210.89,1213.95,1207.83
2147,1217.09,1220.12,1214.06
2148,1223.23,1226.23,1220.23
2149,1229.3,1232.27,1226.33
2150,1235.32,1238.26,1232.38
2151,1241.26,1244.17,1238.35
2152,1247.15,1250.04,1244.26
2153,1252.97,1255.83,1250.11
2154,1258.74,1261.57,1255.91
2155,1264.45,1267.25,1261.65
2156,1270.1,1272.87,1267.33
2157,1275.7,1278.44,1272.96
2158,1281.23,1283.94,1278.52
2159,1286.7,1289.38,1284.02
2160,1292.11,1294.76,1289.46
2161,1297.47,1300.09,1294.85
2162,1302.76,1305.35,1300.17
2163,1307.99,1310.55,1305.43
2164,1313.16,1315.69,1310.63
2165,1318.26,1320.76,1315.76
2166,1323.31,1325.78,1320.84
2167,1328.29,1330.73,1325.85
2168,1333.21,1335.62,1330.8
2169,1338.07,1340.45,1335.69
2170,1342.87,1345.23,1340.51
2171,1347.6,1349.93,1345.27
2172,1352.27,1354.57,1349.97
2173,1356.88,1359.15,1354.61
2174,1361.42,1363.66,1359.18
2175,1365.9,1368.11,1363.69
2176,1370.32,1372.5,1368.14
2177,1374.67,1376.82,1372.52
2178,1378.96,1381.08,1376.84
2179,1383.18,1385.27,1381.09
2180,1387.34,1389.4,1385.28
2181,1391.44,1393.47,1389.41
2182,1395.47,1397.47,1393.47
2183,1399.43,1401.4,1397.46
2184,1403.33,1405.27,1401.39
2185,1407.16,1409.07,1405.25
2186,1410.93,1412.81,1409.05
2187,1414.64,1416.49,1412.79
2188,1418.27,1420.1,1416.44
2189,1421.85,1423.65,1420.05
2190,1425.35,1427.12,1423.58
2191,1428.8,1430.54,1427.06
2192,1432.17,1433.88,1430.46
2193,1435.48,1437.16,1433.8
2194,1438.72,1440.37,1437.07
2195,1441.9,1443.52,1440.28
2196,1445.01,1446.6,1443.42
2197,1448.05,1449.61,1446.49
2198,1451.03,1452.56,1449.5
2199,1453.94,1455.44,1452.44
2200,1456.79,1458.26,1455.32
2201,1459.57,1461.01,1458.13
2202,1462.28,1463.69,1460.87
2203,1464.92,1466.3,1463.54
2204,1467.5,1468.85,1466.15
2205,1470.01,1471.33,1468.69
2206,1472.46,1473.76,1471.16
2207,1474.83,1476.1,1473.56
2208,1477.14,1478.38,1475.9
2209,1479.39,1480.6,1478.18
2210,1481.56,1482.74,1480.38
2211,1483.67,1484.82,1482.52
2212,1485.72,1486.84,1484.6
2213,1487.69,1488.78,1486.6
2214,1489.6,1490.66,1488.54
2215,1491.44,1492.47,1490.41
2216,1493.22,1494.22,1492.22
2217,1494.92,1495.89,1493.95
2218,1496.56,1497.5,1495.62
2219,1498.14,1499.05,1497.23
2220,1499.64,1500.52,1498.76
2221,1501.08,1501.93,1500.23
2222,1502.45,1503.27,1501.63
2223,1503.76,1504.55,1502.96
2224,1504.99,1505.76,1504.22
2225,1506.16,1506.9,1505.42
2226,1507.26,1507.97,1506.55
2227,1508.3,1508.98,1507.62
2228,1509.27,1509.92,1508.62
2229,1510.17,1510.79,1509.55
2230,1511,1511.59,1510.41
2231,1511.77,1512.33,1511.21
2232,1512.47,1513,1511.94
2233,1513.1,1513.6,1512.6
2234,1513.67,1514.14,1513.2
2235,1514.17,1514.61,1513.73
2236,1514.6,1515.01,1514.19
2237,1514.97,1515.35,1514.59
2238,1515.27,1515.62,1514.92
2239,1515.5,1515.82,1515.18
2240,1515.66,1515.95,1515.37
2241,1515.76,1516.03,1515.49
2242,1515.79,1516.03,1515.55
2243,1515.76,1515.97,1515.55
2244,1515.66,1515.84,1515.48
2245,1515.49,1515.64,1515.34
2246,1515.25,1515.37,1515.13
2247,1514.95,1515.04,1514.86
2248,1514.58,1514.64,1514.52
2249,1514.15,1514.18,1514.12
2250,1513.65,1513.65,1513.65
2251,1513.08,1513.08,1513.08
2252,1512.48,1512.48,1512.48
2253,1511.89,1511.89,1511.89
2254,1511.29,1511.29,1511.29
2255,1510.69,1510.69,1510.69
2256,1510.1,1510.1,1510.1
2257,1509.5,1509.5,1509.5
2258,1508.89,1508.89,1508.89
2259,1508.29,1508.29,1508.29
2260,1507.68,1507.68,1507.68
2261,1507.08,1507.08,1507.08
2262,1506.47,1506.47,1506.47
2263,1505.86,1505.86,1505.86
2264,1505.24,1505.24,1505.24
2265,1504.63,1504.63,1504.63
2266,1504.01,1504.01,1504.01
2267,1503.39,1503.39,1503.39
2268,1502.77,1502.77,1502.77
2269,1502.15,1502.15,1502.15
2270,1501.53,1501.53,1501.53
2271,1500.9,1500.9,1500.9
2272,1500.28,1500.28,1500.28
2273,1499.66,1499.66,1499.66
2274,1499.03,1499.03,1499.03
2275,1498.4,1498.4,1498.4
2276,1497.78,1497.78,1497.78
2277,1497.15,1497.15,1497.15
2278,1496.52,1496.52,1496.52
2279,1495.89,1495.89,1495.89
2280,1495.27,1495.27,1495.27
2281,1494.64,1494.64,1494.64
2282,1494.01,1494.01,1494.01
2283,1493.38,1493.38,1493.38
2284,1492.75,1492.75,1492.75
2285,1492.12,1492.12,1492.12
2286,1491.5,1491.5,1491.5
2287,1490.87,1490.87,1490.87
2288,1490.24,1490.24,1490.24
2289,1489.62,1489.62,1489.62
2290,1488.99,1488.99,1488.99
2291,1488.36,1488.36,1488.36
2292,1487.74,1487.74,1487.74
2293,1487.11,1487.11,1487.11
2294,1486.49,1486.49,1486.49
2295,1485.86,1485.86,1485.86
2296,1485.24,1485.24,1485.24
2297,1484.61,1484.61,1484.61
2298,1483.99,1483.99,1483.99
2299,1483.37,1483.37,1483.37
2300,1482.75,1482.75,1482.75
2301,1482.12,1482.12,1482.12
2302,1481.5,1481.5,1481.5
2303,1480.88,1480.88,1480.88
2304,1480.26,1480.26,1480.26
2305,1479.64,1479.64,1479.64
2306,1479.02,1479.02,1479.02
2307,1478.4,1478.4,1478.4
2308,1477.79,1477.79,1477.79
2309,1477.17,1477.17,1477.17
2310,1476.55,1476.55,1476.55
2311,1475.94,1475.94,1475.94
2312,1475.32,1475.32,1475.32
2313,1474.71,1474.71,1474.71
2314,1474.09,1474.09,1474.09
2315,1473.48,1473.48,1473.48
2316,1472.87,1472.87,1472.87
2317,1472.25,1472.25,1472.25
2318,1471.64,1471.64,1471.64
2319,1471.03,1471.03,1471.03
2320,1470.42,1470.42,1470.42
2321,1469.81,1469.81,1469.81
2322,1469.2,1469.2,1469.2
2323,1468.59,1468.59,1468.59
2324,1467.98,1467.98,1467.98
2325,1467.38,1467.38,1467.38
2326,1466.77,1466.77,1466.77
2327,1466.16,1466.16,1466.16
2328,1465.56,1465.56,1465.56
2329,1464.95,1464.95,1464.95
2330,1464.35,1464.35,1464.35
2331,1463.74,1463.74,1463.74
2332,1463.14,1463.14,1463.14
2333,1462.54,1462.54,1462.54
2334,1461.93,1461.93,1461.93
2335,1461.33,1461.33,1461.33
2336,1460.73,1460.73,1460.73
2337,1460.13,1460.13,1460.13
2338,1459.53,1459.53,1459.53
2339,1458.93,1458.93,1458.93
2340,1458.34,1458.34,1458.34
2341,1457.74,1457.74,1457.74
2342,1457.14,1457.14,1457.14
2343,1456.54,1456.54,1456.54
2344,1455.95,1455.95,1455.95
2345,1455.35,1455.35,1455.35
2346,1454.76,1454.76,1454.76
2347,1454.16,1454.16,1454.16
2348,1453.57,1453.57,1453.57
2349,1452.98,1452.98,1452.98
2350,1452.39,1452.39,1452.39
2351,1451.79,1451.79,1451.79
2352,1451.2,1451.2,1451.2
2353,1450.61,1450.61,1450.61
2354,1450.02,1450.02,1450.02
2355,1449.43,1449.43,1449.43
2356,1448.85,1448.85,1448.85
2357,1448.26,1448.26,1448.26
2358,1447.67,1447.67,1447.67
2359,1447.09,1447.09,1447.09
2360,1446.5,1446.5,1446.5
2361,1445.91,1445.91,1445.91
2362,1445.33,1445.33,1445.33
2363,1444.75,1444.75,1444.75
2364,1444.16,1444.16,1444.16
2365,1443.58,1443.58,1443.58
2366,1443,1443,1443
2367,1442.42,1442.42,1442.42
2368,1441.84,1441.84,1441.84
2369,1441.26,1441.26,1441.26
2370,1440.68,1440.68,1440.68
2371,1440.1,1440.1,1440.1
2372,1439.52,1439.52,1439.52
2373,1438.94,1438.94,1438.94
2374,1438.37,1438.37,1438.37
2375,1437.79,1437.79,1437.79
2376,1437.21,1437.21,1437.21
2377,1436.64,1436.64,1436.64
2378,1436.06,1436.06,1436.06
2379,1435.49,1435.49,1435.49
2380,1434.92,1434.92,1434.92
2381,1434.35,1434.35,1434.35
2382,1433.77,1433.77,1433.77
2383,1433.2,1433.2,1433.2
2384,1432.63,1432.63,1432.63
2385,1432.06,1432.06,1432.06
2386,1431.49,1431.49,1431.49
2387,1430.92,1430.92,1430.92
2388,1430.36,1430.36,1430.36
2389,1429.79,1429.79,1429.79
2390,1429.22,1429.22,1429.22
2391,1428.66,1428.66,1428.66
2392,1428.09,1428.09,1428.09
2393,1427.53,1427.53,1427.53
2394,1426.96,1426.96,1426.96
2395,1426.4,1426.4,1426.4
2396,1425.84,1425.84,1425.84
2397,1425.28,1425.28,1425.28
2398,1424.71,1424.71,1424.71
2399,1424.15,1424.15,1424.15
2400,1423.59,1423.59,1423.59
2401,1423.03,1423.03,1423.03
2402,1422.48,1422.48,1422.48
2403,1421.92,1421.92,1421.92
2404,1421.36,1421.36,1421.36
2405,1420.8,1420.8,1420.8
2406,1420.25,1420.25,1420.25
2407,1419.69,1419.69,1419.69
2408,1419.14,1419.14,1419.14
2409,1418.58,1418.58,1418.58
2410,1418.03,1418.03,1418.03
2411,1417.48,1417.48,1417.48
2412,1416.92,1416.92,1416.92
2413,1416.37,1416.37,1416.37
2414,1415.82,1415.82,1415.82
2415,1415.27,1415.27,1415.27
2416,1414.72,1414.72,1414.72
2417,1414.17,1414.17,1414.17
2418,1413.63,1413.63,1413.63
2419,1413.08,1413.08,1413.08
2420,1412.53,1412.53,1412.53
2421,1411.98,1411.98,1411.98
2422,1411.44,1411.44,1411.44
2423,1410.89,1410.89,1410.89
2424,1410.35,1410.35,1410.35
2425,1409.81,1409.81,1409.81
2426,1409.26,1409.26,1409.26
2427,1408.72,1408.72,1408.72
2428,1408.18,1408.18,1408.18
2429,1407.64,1407.64,1407.64
2430,1407.1,1407.1,1407.1
2431,1406.56,1406.56,1406.56
2432,1406.02,1406.02,1406.02
2433,1405.48,1405.48,1405.48
2434,1404.94,1404.94,1404.94
2435,1404.41,1404.41,1404.41
2436,1403.87,1403.87,1403.87
2437,1403.33,1403.33,1403.33
2438,1402.8,1402.8,1402.8
2439,1402.26,1402.26,1402.26
2440,1401.73,1401.73,1401.73
2441,1401.2,1401.2,1401.2
2442,1400.66,1400.66,1400.66
2443,1400.13,1400.13,1400.13
2444,1399.6,1399.6,1399.6
2445,1399.07,1399.07,1399.07
2446,1398.54,1398.54,1398.54
2447,1398.01,1398.01,1398.01
2448,1397.48,1397.48,1397.48
2449,1396.95,1396.95,1396.95
2450,1396.43,1396.43,1396.43
2451,1395.9,1395.9,1395.9
2452,1395.37,1395.37,1395.37
2453,1394.85,1394.85,1394.85
2454,1394.32,1394.32,1394.32
2455,1393.8,1393.8,1393.8
2456,1393.28,1393.28,1393.28
2457,1392.75,1392.75,1392.75
2458,1392.23,1392.23,1392.23
2459,1391.71,1391.71,1391.71
2460,1391.19,1391.19,1391.19
2461,1390.67,1390.67,1390.67
2462,1390.15,1390.15,1390.15
2463,1389.63,1389.63,1389.63
2464,1389.11,1389.11,1389.11
2465,1388.6,1388.6,1388.6
2466,1388.08,1388.08,1388.08
2467,1387.56,1387.56,1387.56
2468,1387.05,1387.05,1387.05
2469,1386.53,1386.53,1386.53
2470,1386.02,1386.02,1386.02
2471,1385.5,1385.5,1385.5
2472,1384.99,1384.99,1384.99
2473,1384.48,1384.48,1384.48
2474,1383.97,1383.97,1383.97
2475,1383.45,1383.45,1383.45
2476,1382.94,1382.94,1382.94
2477,1382.43,1382.43,1382.43
2478,1381.93,1381.93,1381.93
2479,1381.42,1381.42,1381.42
2480,1380.91,1380.91,1380.91
2481,1380.4,1380.4,1380.4
2482,1379.89,1379.89,1379.89
2483,1379.39,1379.39,1379.39
2484,1378.88,1378.88,1378.88
2485,1378.38,1378.38,1378.38
2486,1377.87,1377.87,1377.87
2487,1377.37,1377.37,1377.37
2488,1376.87,1376.87,1376.87
2489,1376.36,1376.36,1376.36
2490,1375.86,1375.86,1375.86
2491,1375.36,1375.36,1375.36
2492,1374.86,1374.86,1374.86
2493,1374.36,1374.36,1374.36
2494,1373.86,1373.86,1373.86
2495,1373.36,1373.36,1373.36
2496,1372.87,1372.87,1372.87
2497,1372.37,1372.37,1372.37
2498,1371.87,1371.87,1371.87
2499,1371.38,1371.38,1371.38
2500,1371.13,1371.13,1371.13
