Year,World,Northern Hemisphere,Southern Hemisphere
2128,614.13,614.78,613.48
2129,614.65,615.3,614.01
2130,615.18,615.82,614.54
2131,615.71,616.35,615.08
2132,616.25,616.87,615.62
2133,616.78,617.41,616.16
2134,617.32,617.94,616.71
2135,617.87,618.48,617.25
2136,618.41,619.02,617.81
2137,618.96,619.56,618.36
2138,619.51,620.11,618.92
2139,620.06,620.66,619.47
2140,620.62,621.2,620.03
2141,621.18,621.76,620.6
2142,621.73,622.31,621.16
2143,622.29,622.86,621.73
2144,622.86,623.42,622.29
2145,623.42,623.98,622.86
2146,623.98,624.54,623.43
2147,624.55,625.1,624
2148,625.12,625.66,624.58
2149,625.69,626.22,625.15
2150,626.26,626.79,625.72
2151,626.83,627.36,626.3
2152,627.39,627.92,626.87
2153,627.95,628.47,627.43
2154,628.49,629.01,627.98
2155,629.03,629.53,628.52
2156,629.55,630.05,629.05
2157,630.06,630.56,629.57
2158,630.57,631.06,630.08
2159,631.06,631.55,630.58
2160,631.54,632.02,631.06
2161,632.02,632.49,631.54
2162,632.48,632.95,632.01
2163,632.93,633.4,632.47
2164,633.38,633.84,632.92
2165,633.81,634.27,633.36
2166,634.24,634.69,633.79
2167,634.65,635.1,634.21
2168,635.06,635.5,634.62
2169,635.46,635.89,635.02
2170,635.84,636.27,635.42
2171,636.22,636.64,635.8
2172,636.59,637,636.17
2173,636.95,637.36,636.53
2174,637.29,637.7,636.89
2175,637.63,638.03,637.23
2176,637.96,638.36,637.57
2177,638.28,638.67,637.9
2178,638.6,638.98,638.21
2179,638.9,639.28,638.52
2180,639.19,639.56,638.82
2181,639.47,639.84,639.11
2182,639.75,640.11,639.39
2183,640.02,640.37,639.66
2184,640.27,640.62,639.92
2185,640.52,640.86,640.17
2186,640.75,641.09,640.41
2187,640.98,641.32,640.65
2188,641.2,641.53,640.87
2189,641.41,641.73,641.09
2190,641.61,641.93,641.29
2191,641.8,642.12,641.49
2192,641.98,642.29,641.67
2193,642.15,642.46,641.85
2194,642.32,642.62,642.02
2195,642.47,642.76,642.18
2196,642.62,642.9,642.33
2197,642.75,643.03,642.47
2198,642.88,643.16,642.6
2199,643,643.27,642.72
2200,643.1,643.37,642.84
2201,643.2,643.46,642.94
2202,643.29,643.55,643.04
2203,643.37,643.62,643.12
2204,643.44,643.69,643.2
2205,643.51,643.75,643.27
2206,643.56,643.79,643.32
2207,643.6,643.83,643.37
2208,643.64,643.86,643.41
2209,643.66,643.88,643.44
2210,643.68,643.89,643.47
2211,643.69,643.89,643.48
2212,643.69,643.89,643.48
2213,643.67,643.87,643.48
2214,643.65,643.85,643.46
2215,643.63,643.81,643.44
2216,643.59,643.77,643.41
2217,643.54,643.72,643.36
2218,643.48,643.65,643.31
2219,643.42,643.58,643.25
2220,643.34,643.5,643.19
2221,643.26,643.42,643.11
2222,643.17,643.32,643.02
2223,643.07,643.21,642.92
2224,642.96,643.1,642.82
2225,642.84,642.97,642.7
2226,642.71,642.84,642.58
2227,642.57,642.69,642.45
2228,642.42,642.54,642.31
2229,642.27,642.38,642.16
2230,642.11,642.21,642
2231,641.93,642.03,641.83
2232,641.75,641.85,641.65
2233,641.56,641.65,641.47
2234,641.36,641.44,641.27
2235,641.15,641.23,641.07
2236,640.93,641.01,640.86
2237,640.71,640.78,640.64
2238,640.47,640.53,640.41
2239,640.23,640.28,640.17
2240,639.97,640.03,639.92
2241,639.71,639.76,639.66
2242,639.44,639.48,639.4
2243,639.16,639.2,639.12
2244,638.87,638.9,638.84
2245,638.57,638.6,638.55
2246,638.27,638.29,638.25
2247,637.95,637.97,637.94
2248,637.63,637.64,637.62
2249,637.3,637.3,637.29
2250,636.96,636.96,636.96
2251,636.61,636.61,636.61
2252,636.26,636.26,636.25
2253,635.91,635.91,635.91
2254,635.56,635.56,635.56
2255,635.22,635.22,635.22
2256,634.87,634.87,634.87
2257,634.53,634.53,634.53
2258,634.19,634.19,634.19
2259,633.85,633.86,633.85
2260,633.52,633.52,633.52
2261,633.18,633.18,633.18
2262,632.85,632.85,632.85
2263,632.52,632.52,632.52
2264,632.19,632.19,632.19
2265,631.86,631.86,631.86
2266,631.53,631.53,631.53
2267,631.2,631.2,631.2
2268,630.88,630.88,630.88
2269,630.56,630.56,630.56
2270,630.23,630.23,630.23
2271,629.91,629.92,629.91
2272,629.6,629.6,629.6
2273,629.28,629.28,629.28
2274,628.97,628.97,628.97
2275,628.65,628.65,628.65
2276,628.34,628.34,628.34
2277,628.03,628.03,628.03
2278,627.72,627.72,627.72
2279,627.42,627.42,627.42
2280,627.11,627.11,627.11
2281,626.81,626.81,626.81
2282,626.51,626.51,626.51
2283,626.21,626.21,626.21
2284,625.91,625.91,625.91
2285,625.61,625.61,625.61
2286,625.31,625.31,625.31
2287,625.02,625.02,625.02
2288,624.73,624.73,624.73
2289,624.44,624.44,624.44
2290,624.15,624.15,624.15
2291,623.86,623.86,623.86
2292,623.57,623.57,623.57
2293,623.28,623.28,623.28
2294,623,623,623
2295,622.72,622.72,622.72
2296,622.43,622.43,622.43
2297,622.15,622.15,622.15
2298,621.87,621.87,621.87
2299,621.59,621.6,621.59
2300,621.32,621.32,621.32
2301,621.04,621.04,621.04
2302,620.77,620.77,620.77
2303,620.49,620.49,620.49
2304,620.22,620.22,620.22
2305,619.95,619.95,619.95
2306,619.68,619.68,619.68
2307,619.41,619.41,619.41
2308,619.14,619.14,619.14
2309,618.88,618.88,618.87
2310,618.61,618.61,618.61
2311,618.34,618.35,618.34
2312,618.08,618.08,618.08
2313,617.82,617.82,617.82
2314,617.56,617.56,617.56
2315,617.29,617.3,617.29
2316,617.03,617.04,617.03
2317,616.78,616.78,616.78
2318,616.52,616.52,616.52
2319,616.26,616.26,616.26
2320,616,616,616
2321,615.75,615.75,615.75
2322,615.49,615.5,615.49
2323,615.24,615.24,615.24
2324,614.99,614.99,614.99
2325,614.74,614.74,614.74
2326,614.48,614.49,614.48
2327,614.23,614.24,614.23
2328,613.99,613.99,613.99
2329,613.74,613.74,613.74
2330,613.49,613.49,613.49
2331,613.24,613.24,613.24
2332,613,613,613
2333,612.75,612.75,612.75
2334,612.51,612.51,612.51
2335,612.26,612.26,612.26
2336,612.02,612.02,612.02
2337,611.78,611.78,611.78
2338,611.54,611.54,611.54
2339,611.3,611.3,611.3
2340,611.06,611.06,611.06
2341,610.82,610.82,610.82
2342,610.58,610.58,610.58
2343,610.34,610.34,610.34
2344,610.1,610.1,610.1
2345,609.87,609.87,609.87
2346,609.63,609.63,609.63
2347,609.4,609.4,609.39
2348,609.16,609.16,609.16
2349,608.93,608.93,608.93
2350,608.69,608.69,608.69
2351,608.46,608.46,608.46
2352,608.23,608.23,608.23
2353,608,608,608
2354,607.77,607.77,607.77
2355,607.54,607.54,607.54
2356,607.31,607.31,607.31
2357,607.08,607.08,607.08
2358,606.85,606.85,606.85
2359,606.63,606.63,606.62
2360,606.4,606.4,606.4
2361,606.17,606.17,606.17
2362,605.95,605.95,605.95
2363,605.72,605.72,605.72
2364,605.5,605.5,605.5
2365,605.27,605.27,605.27
2366,605.05,605.05,605.05
2367,604.83,604.83,604.83
2368,604.6,604.6,604.6
2369,604.38,604.38,604.38
2370,604.16,604.16,604.16
2371,603.94,603.94,603.94
2372,603.72,603.72,603.72
2373,603.5,603.5,603.5
2374,603.28,603.28,603.28
2375,603.06,603.06,603.06
2376,602.85,602.85,602.85
2377,602.63,602.63,602.63
2378,602.41,602.41,602.41
2379,602.2,602.2,602.19
2380,601.98,601.98,601.98
2381,601.76,601.76,601.76
2382,601.55,601.55,601.55
2383,601.33,601.33,601.33
2384,601.12,601.12,601.12
2385,600.91,600.91,600.91
2386,600.69,600.69,600.69
2387,600.48,600.48,600.48
2388,600.27,600.27,600.27
2389,600.06,600.06,600.06
2390,599.85,599.85,599.85
2391,599.64,599.64,599.64
2392,599.43,599.43,599.43
2393,599.22,599.22,599.22
2394,599.01,599.01,599.01
2395,598.8,598.8,598.8
2396,598.59,598.59,598.59
2397,598.38,598.38,598.38
2398,598.17,598.17,598.17
2399,597.97,597.97,597.97
2400,597.76,597.76,597.76
2401,597.55,597.55,597.55
2402,597.35,597.35,597.35
2403,597.14,597.14,597.14
2404,596.94,596.94,596.94
2405,596.73,596.73,596.73
2406,596.53,596.53,596.53
2407,596.32,596.32,596.32
2408,596.12,596.12,596.12
2409,595.92,595.92,595.92
2410,595.72,595.72,595.71
2411,595.51,595.51,595.51
2412,595.31,595.31,595.31
2413,595.11,595.11,595.11
2414,594.91,594.91,594.91
2415,594.71,594.71,594.71
2416,594.51,594.51,594.5
2417,594.3,594.31,594.3
2418,594.1,594.11,594.1
2419,593.91,593.91,593.9
2420,593.71,593.71,593.71
2421,593.51,593.51,593.51
2422,593.31,593.31,593.31
2423,593.11,593.11,593.11
2424,592.91,592.91,592.91
2425,592.71,592.71,592.71
2426,592.52,592.52,592.52
2427,592.32,592.32,592.32
2428,592.12,592.12,592.12
2429,591.93,591.93,591.93
2430,591.73,591.73,591.73
2431,591.54,591.54,591.54
2432,591.34,591.34,591.34
2433,591.15,591.15,591.15
2434,590.96,590.96,590.96
2435,590.76,590.76,590.76
2436,590.57,590.57,590.57
2437,590.38,590.38,590.38
2438,590.19,590.19,590.19
2439,589.99,590,589.99
2440,589.8,589.81,589.8
2441,589.61,589.61,589.61
2442,589.42,589.43,589.42
2443,589.23,589.24,589.23
2444,589.05,589.05,589.05
2445,588.86,588.86,588.86
2446,588.67,588.67,588.67
2447,588.48,588.48,588.48
2448,588.29,588.29,588.29
2449,588.11,588.11,588.11
2450,587.92,587.92,587.92
2451,587.73,587.74,587.73
2452,587.55,587.55,587.55
2453,587.36,587.36,587.36
2454,587.18,587.18,587.18
2455,586.99,587,586.99
2456,586.81,586.81,586.81
2457,586.63,586.63,586.63
2458,586.45,586.45,586.44
2459,586.26,586.26,586.26
2460,586.08,586.08,586.08
2461,585.9,585.9,585.9
2462,585.72,585.72,585.72
2463,585.53,585.54,585.53
2464,585.35,585.35,585.35
2465,585.17,585.17,585.17
2466,584.99,584.99,584.99
2467,584.81,584.81,584.81
2468,584.64,584.64,584.63
2469,584.46,584.46,584.46
2470,584.28,584.28,584.28
2471,584.1,584.1,584.1
2472,583.92,583.92,583.92
2473,583.74,583.75,583.74
2474,583.57,583.57,583.57
2475,583.39,583.39,583.39
2476,583.22,583.22,583.21
2477,583.04,583.04,583.04
2478,582.86,582.86,582.86
2479,582.69,582.69,582.69
2480,582.51,582.51,582.51
2481,582.34,582.34,582.34
2482,582.17,582.17,582.17
2483,581.99,581.99,581.99
2484,581.82,581.82,581.82
2485,581.65,581.65,581.65
2486,581.47,581.47,581.47
2487,581.3,581.3,581.3
2488,581.13,581.13,581.13
2489,580.96,580.96,580.96
2490,580.79,580.79,580.79
2491,580.62,580.62,580.62
2492,580.45,580.45,580.45
2493,580.28,580.28,580.28
2494,580.11,580.11,580.11
2495,579.94,579.94,579.94
2496,579.77,579.77,579.77
2497,579.6,579.6,579.6
2498,579.43,579.43,579.43
2499,579.26,579.26,579.26
2500,579.18,579.18,579.18
