obs,sim,site,species,var,dataset
7.416289055,8.119637362,26,spruce,B,Old0
0.483834721,0.495978274,27,spruce,B,Old0
1.789372636,1.857775349,27,spruce,B,Old0
3.655552303,3.860512974,27,spruce,B,Old0
4.838597556,5.171956743,27,spruce,B,Old0
6.285384422,6.678890671,27,spruce,B,Old0
4.394867229,4.597929132,27,spruce,B,Old0
1.354109882,1.395045304,27,spruce,B,Old0
3.432857563,3.538148394,27,spruce,B,Old0
0.432037712,0.524124648,27,spruce,B,Old0
1.674611238,1.978854597,27,spruce,B,Old0
3.905284375,4.374220747,27,spruce,B,Old0
5.046924419,6.1359807,27,spruce,B,Old0
7.035150053,7.863985104,27,spruce,B,Old0
4.880675263,5.231554327,27,spruce,B,Old0
1.475056291,1.522899582,27,spruce,B,Old0
3.804110366,3.842327899,27,spruce,B,Old0
0.373147576,0.541194644,27,spruce,B,Old0
1.733187215,1.822434626,27,spruce,B,Old0
3.612753012,4.284190946,27,spruce,B,Old0
4.745454243,6.349365419,27,spruce,B,Old0
8.068758579,8.130239318,27,spruce,B,Old0
5.609730926,5.288254623,27,spruce,B,Old0
1.538987701,1.495246921,27,spruce,B,Old0
4.272953799,3.737060048,27,spruce,B,Old0
7.840548892,8.445884884,1,spruce,H,Old0
12.57138166,13.54874956,1,spruce,H,Old0
15.67987417,16.67274189,1,spruce,H,Old0
18.18756449,19.18467893,1,spruce,H,Old0
20.60524465,21.56288773,1,spruce,H,Old0
23.68597979,24.63065017,1,spruce,H,Old0
8.170624287,9.457019477,1,spruce,H,Old0
13.1360326,15.89200493,1,spruce,H,Old0
16.44105761,19.37104071,1,spruce,H,Old0
18.76445303,21.88507866,1,spruce,H,Old0
21.03974689,24.15209112,1,spruce,H,Old0
23.94370343,27.16900585,1,spruce,H,Old0
12.23845759,9.697573333,1,spruce,H,Old0
13.72489136,17.35983897,1,spruce,H,Old0
17.09467051,21.47705861,1,spruce,H,Old0
19.21381471,24.12468305,1,spruce,H,Old0
21.56218646,26.33960569,1,spruce,H,Old0
24.31423373,29.26712454,1,spruce,H,Old0
6.697123984,7.289624923,2,spruce,H,Old0
12.16345253,13.23484898,2,spruce,H,Old0
15.74408752,17.13004575,2,spruce,H,Old0
18.35712294,19.68236127,2,spruce,H,Old0
20.7612055,22.09514839,2,spruce,H,Old0
22.24005199,23.44819017,2,spruce,H,Old0
7.467118406,7.903565926,2,spruce,H,Old0
12.50728992,14.76261508,2,spruce,H,Old0
16.19012228,19.71729941,2,spruce,H,Old0
18.88375716,22.33256622,2,spruce,H,Old0
21.67780764,24.74404123,2,spruce,H,Old0
22.81432834,25.89258073,2,spruce,H,Old0
9.095225844,8.010056889,2,spruce,H,Old0
13.29318744,15.50706042,2,spruce,H,Old0
16.99455119,21.68828794,2,spruce,H,Old0
19.60018925,24.46185656,2,spruce,H,Old0
22.21153225,26.83219556,2,spruce,H,Old0
23.40921412,27.89983289,2,spruce,H,Old0
6.683952252,7.434005116,3,spruce,H,Old0
11.22440201,12.26290489,3,spruce,H,Old0
17.14032877,18.71969729,3,spruce,H,Old0
21.58476034,23.00261214,3,spruce,H,Old0
23.10738346,24.50102441,3,spruce,H,Old0
26.11250046,27.56403651,3,spruce,H,Old0
25.89442828,27.2338008,3,spruce,H,Old0
7.191223134,8.223660649,3,spruce,H,Old0
11.93838995,13.37252212,3,spruce,H,Old0
18.26930612,21.03824466,3,spruce,H,Old0
22.49394814,25.17509199,3,spruce,H,Old0
23.84696431,26.62963041,3,spruce,H,Old0
26.68047671,29.74755678,3,spruce,H,Old0
26.608359,29.26992159,3,spruce,H,Old0
6.776832213,8.625397254,3,spruce,H,Old0
13.82881736,13.89662213,3,spruce,H,Old0
19.50695593,23.07252813,3,spruce,H,Old0
23.64526637,27.379507,3,spruce,H,Old0
25.26970229,28.78894191,3,spruce,H,Old0
27.45885008,31.85925344,3,spruce,H,Old0
27.38729074,31.31738729,3,spruce,H,Old0
8.069674493,8.49873048,4,spruce,H,Old0
13.32895256,14.39501088,4,spruce,H,Old0
17.14937188,18.66395338,4,spruce,H,Old0
20.33084458,21.87339943,4,spruce,H,Old0
24.12102287,25.5954015,4,spruce,H,Old0
26.09809211,27.4952624,4,spruce,H,Old0
7.955352559,8.808076197,4,spruce,H,Old0
13.7481468,15.57868613,4,spruce,H,Old0
17.99818685,20.71862607,4,spruce,H,Old0
21.04585816,24.08390965,4,spruce,H,Old0
25.096503,27.7337196,4,spruce,H,Old0
27.11940849,29.53383277,4,spruce,H,Old0
8.84677842,8.865010905,4,spruce,H,Old0
14.75955139,16.34417171,4,spruce,H,Old0
19.08937091,22.530821,4,spruce,H,Old0
22.194769,26.0844728,4,spruce,H,Old0
26.69292546,29.66318912,4,spruce,H,Old0
28.38809701,31.37067056,4,spruce,H,Old0
7.066909271,7.228341134,5,spruce,H,Old0
12.84887632,12.87788907,5,spruce,H,Old0
18.61096548,18.98917162,5,spruce,H,Old0
22.43950625,23.24777331,5,spruce,H,Old0
24.66166876,25.56708281,5,spruce,H,Old0
26.21791026,27.12710464,5,spruce,H,Old0
27.36587438,28.27982871,5,spruce,H,Old0
28.98451529,29.66625831,5,spruce,H,Old0
7.335014047,7.525050863,5,spruce,H,Old0
12.39092538,12.91304679,5,spruce,H,Old0
18.53144674,19.56620131,5,spruce,H,Old0
23.03170077,24.70061196,5,spruce,H,Old0
25.37486841,27.21307198,5,spruce,H,Old0
26.93632998,28.78023454,5,spruce,H,Old0
27.94618586,29.92501512,5,spruce,H,Old0
29.49629089,30.94602103,5,spruce,H,Old0
9.607495014,7.877432313,5,spruce,H,Old0
12.98360508,12.95903925,5,spruce,H,Old0
19.51612976,20.04792535,5,spruce,H,Old0
24.45888629,26.34290125,5,spruce,H,Old0
26.50115994,29.05661273,5,spruce,H,Old0
27.89333108,30.61589639,5,spruce,H,Old0
28.69167546,31.74158113,5,spruce,H,Old0
29.81534401,32.4368159,5,spruce,H,Old0
6.524676317,7.338564668,6,spruce,H,Old0
12.99836973,13.91904062,6,spruce,H,Old0
17.21269484,18.87617963,6,spruce,H,Old0
19.8612118,21.93878458,6,spruce,H,Old0
22.86839586,25.10169569,6,spruce,H,Old0
24.74169472,26.91205497,6,spruce,H,Old0
26.72831204,28.78551898,6,spruce,H,Old0
27.70840449,29.77956833,6,spruce,H,Old0
29.19859551,31.27252934,6,spruce,H,Old0
27.83381385,30.06657982,6,spruce,H,Old0
6.963698124,7.704411825,6,spruce,H,Old0
13.38600542,14.28013942,6,spruce,H,Old0
17.56393041,19.75162741,6,spruce,H,Old0
20.08213712,23.1421051,6,spruce,H,Old0
23.09012234,26.50963279,6,spruce,H,Old0
24.96990515,28.31546371,6,spruce,H,Old0
26.88741872,30.12838997,6,spruce,H,Old0
27.77412046,31.10855712,6,spruce,H,Old0
29.36023873,32.56651026,6,spruce,H,Old0
27.99782018,31.45269725,6,spruce,H,Old0
8.391099741,8.062130835,6,spruce,H,Old0
14.82541067,14.46437425,6,spruce,H,Old0
18.41184653,20.81966945,6,spruce,H,Old0
20.98033336,24.91138595,6,spruce,H,Old0
23.60846325,28.67213679,6,spruce,H,Old0
25.51111278,30.47654801,6,spruce,H,Old0
27.53738198,32.19031187,6,spruce,H,Old0
27.81505176,33.11340303,6,spruce,H,Old0
30.57844739,34.47091327,6,spruce,H,Old0
28.35129817,33.49809491,6,spruce,H,Old0
7.07627253,8.21179197,7,spruce,H,Old0
12.524413,14.21902993,7,spruce,H,Old0
17.03097167,19.51099564,7,spruce,H,Old0
20.01364434,22.56964866,7,spruce,H,Old0
22.08994363,24.63567837,7,spruce,H,Old0
23.52790451,26.050463,7,spruce,H,Old0
25.21142833,27.67786273,7,spruce,H,Old0
27.24883307,29.40949396,7,spruce,H,Old0
26.56996742,28.91552393,7,spruce,H,Old0
8.006070785,8.725376645,7,spruce,H,Old0
13.38140238,15.03318003,7,spruce,H,Old0
17.37186668,20.94642469,7,spruce,H,Old0
20.23227339,24.24835493,7,spruce,H,Old0
22.36451349,26.35023973,7,spruce,H,Old0
23.78985721,27.74713624,7,spruce,H,Old0
25.49132886,29.33177987,7,spruce,H,Old0
27.38893734,30.87738722,7,spruce,H,Old0
26.64842922,30.4940191,7,spruce,H,Old0
10.50083411,9.195579053,7,spruce,H,Old0
15.63467734,15.80362421,7,spruce,H,Old0
18.60734506,22.96559381,7,spruce,H,Old0
20.79080351,26.79754095,7,spruce,H,Old0
22.8100593,29.01381951,7,spruce,H,Old0
24.26987285,30.37445496,7,spruce,H,Old0
25.95250134,31.85662651,7,spruce,H,Old0
27.81782787,33.19825694,7,spruce,H,Old0
7.451427827,9.721872532,8,spruce,H,Old0
12.15006054,14.83146984,8,spruce,H,Old0
16.117363,18.65164189,8,spruce,H,Old0
18.0471908,20.53338005,8,spruce,H,Old0
20.37444984,22.77740051,8,spruce,H,Old0
22.98719797,24.80438392,8,spruce,H,Old0
25.12753666,27.16188701,8,spruce,H,Old0
27.23447385,29.09690112,8,spruce,H,Old0
28.96408337,31.00245062,8,spruce,H,Old0
26.78171236,28.98523049,8,spruce,H,Old0
33.76184486,35.3486541,8,spruce,H,Old0
8.145441858,10.89171447,8,spruce,H,Old0
12.5407333,16.50538462,8,spruce,H,Old0
16.37405307,20.39429446,8,spruce,H,Old0
18.10380808,22.2336095,8,spruce,H,Old0
20.26147274,24.41322033,8,spruce,H,Old0
26.09370499,28.54942879,8,spruce,H,Old0
27.04070341,30.36901167,8,spruce,H,Old0
26.91050418,30.46704167,8,spruce,H,Old0
10.62710796,12.19413232,8,spruce,H,Old0
14.29058667,18.86835874,8,spruce,H,Old0
17.23763714,23.39221715,8,spruce,H,Old0
18.61635921,25.25813006,8,spruce,H,Old0
21.3904212,27.33578827,8,spruce,H,Old0
28.30867355,31.06123524,8,spruce,H,Old0
27.20697102,32.68061599,8,spruce,H,Old0
27.2498486,33.09548832,8,spruce,H,Old0
8.993195544,10.88051501,9,spruce,H,Old0
13.21138027,15.74503674,9,spruce,H,Old0
15.61448847,18.11934118,9,spruce,H,Old0
17.22695215,19.76038377,9,spruce,H,Old0
19.56682574,21.93709887,9,spruce,H,Old0
21.40458806,23.70292511,9,spruce,H,Old0
29.44831795,31.49313323,9,spruce,H,Old0
28.33072475,30.30056385,9,spruce,H,Old0
25.47175707,27.90470613,9,spruce,H,Old0
29.49127854,31.37408018,9,spruce,H,Old0
9.754626163,11.79946672,9,spruce,H,Old0
13.65137879,17.30483007,9,spruce,H,Old0
15.89310657,19.83258441,9,spruce,H,Old0
17.33699038,21.48800961,9,spruce,H,Old0
19.32708987,23.55558013,9,spruce,H,Old0
20.87071476,25.26871468,9,spruce,H,Old0
25.48162668,29.52739659,9,spruce,H,Old0
29.48704623,32.65038938,9,spruce,H,Old0
11.5819804,12.70121907,9,spruce,H,Old0
14.98287025,19.5079433,9,spruce,H,Old0
16.76814169,22.51134879,9,spruce,H,Old0
17.79868042,24.33504346,9,spruce,H,Old0
19.83496436,26.39766788,9,spruce,H,Old0
21.54030799,28.04975023,9,spruce,H,Old0
25.71590537,32.18120654,9,spruce,H,Old0
29.6457839,34.93764661,9,spruce,H,Old0
8.070682636,8.32540997,10,spruce,H,Old0
14.09217967,14.48728127,10,spruce,H,Old0
18.49346666,19.20512738,10,spruce,H,Old0
22.01870474,22.79719103,10,spruce,H,Old0
24.68907804,25.45393902,10,spruce,H,Old0
26.51692818,27.22561093,10,spruce,H,Old0
28.90557145,29.5014089,10,spruce,H,Old0
8.361325526,8.79490435,10,spruce,H,Old0
14.76882204,15.28451451,10,spruce,H,Old0
19.0709634,21.1012156,10,spruce,H,Old0
22.75888148,25.20205572,10,spruce,H,Old0
25.36986199,27.85070195,10,spruce,H,Old0
27.28556499,29.46817313,10,spruce,H,Old0
29.61342024,31.4085617,10,spruce,H,Old0
8.966562561,8.892252386,10,spruce,H,Old0
15.54567635,15.47011801,10,spruce,H,Old0
19.65561472,22.45857234,10,spruce,H,Old0
23.72792747,27.22154629,10,spruce,H,Old0
26.09680683,29.93465892,10,spruce,H,Old0
28.10081062,31.5135372,10,spruce,H,Old0
30.33210409,33.26292511,10,spruce,H,Old0
8.695664284,8.97667164,11,spruce,H,Old0
13.84326032,14.31974192,11,spruce,H,Old0
17.89772624,18.81463128,11,spruce,H,Old0
21.18747904,22.22444578,11,spruce,H,Old0
24.37047819,25.32562875,11,spruce,H,Old0
26.81737809,27.80242157,11,spruce,H,Old0
28.52331609,29.51582247,11,spruce,H,Old0
8.848740531,9.272692554,11,spruce,H,Old0
14.03296947,14.88354352,11,spruce,H,Old0
18.19968878,20.23479985,11,spruce,H,Old0
21.69746869,24.08546898,11,spruce,H,Old0
24.77878974,27.10635813,11,spruce,H,Old0
26.98894956,29.62074442,11,spruce,H,Old0
28.84451911,31.33841173,11,spruce,H,Old0
9.652127927,9.349372788,11,spruce,H,Old0
14.60348711,15.08814104,11,spruce,H,Old0
18.98509192,21.48574483,11,spruce,H,Old0
22.64838673,25.94927182,11,spruce,H,Old0
25.66573238,29.13487445,11,spruce,H,Old0
27.76311806,31.63895735,11,spruce,H,Old0
29.54595719,33.27614498,11,spruce,H,Old0
7.804805473,8.019620243,12,spruce,H,Old0
14.06927991,14.67628636,12,spruce,H,Old0
18.5031525,19.57418698,12,spruce,H,Old0
21.70580769,22.92429827,12,spruce,H,Old0
23.75190787,24.95923023,12,spruce,H,Old0
28.72398278,29.85806131,12,spruce,H,Old0
7.813955634,8.145080149,12,spruce,H,Old0
14.26542418,15.4266442,12,spruce,H,Old0
19.20424897,21.34620264,12,spruce,H,Old0
22.26082122,25.12549754,12,spruce,H,Old0
24.36909248,27.18103624,12,spruce,H,Old0
29.17299513,31.87327736,12,spruce,H,Old0
8.534194395,8.186473583,12,spruce,H,Old0
14.55187977,15.88072862,12,spruce,H,Old0
20.06260678,22.92669349,12,spruce,H,Old0
23.20373137,27.17529358,12,spruce,H,Old0
25.22940682,29.23842967,12,spruce,H,Old0
29.99246187,33.70070514,12,spruce,H,Old0
7.294492256,7.427902972,13,spruce,H,Old0
12.62366093,13.35338456,13,spruce,H,Old0
17.1605448,18.41089054,13,spruce,H,Old0
20.72328795,22.11028376,13,spruce,H,Old0
23.98875525,25.33385162,13,spruce,H,Old0
26.61708304,27.90973765,13,spruce,H,Old0
7.547340472,7.471823641,13,spruce,H,Old0
13.36489169,14.38140897,13,spruce,H,Old0
17.92173487,20.49503378,13,spruce,H,Old0
21.39927055,24.41278897,13,spruce,H,Old0
24.49233859,27.53871576,13,spruce,H,Old0
8.690166902,7.536303692,13,spruce,H,Old0
14.57769739,15.40197153,13,spruce,H,Old0
18.92055907,22.8259486,13,spruce,H,Old0
22.27550071,26.96535619,13,spruce,H,Old0
25.91555055,29.96022509,13,spruce,H,Old0
7.820049133,8.496700932,14,spruce,H,Old0
13.80589002,14.50933818,14,spruce,H,Old0
18.12862682,19.15414499,14,spruce,H,Old0
20.75456414,21.66350622,14,spruce,H,Old0
22.4093677,23.2563043,14,spruce,H,Old0
23.95897997,24.76322087,14,spruce,H,Old0
25.67194767,26.47438992,14,spruce,H,Old0
8.017086361,9.36819326,14,spruce,H,Old0
14.27672544,15.45547411,14,spruce,H,Old0
18.65780192,21.15786457,14,spruce,H,Old0
21.24533096,23.55030206,14,spruce,H,Old0
22.9091654,25.01639636,14,spruce,H,Old0
24.31716189,26.43402767,14,spruce,H,Old0
26.08184975,28.13278192,14,spruce,H,Old0
9.648493822,9.701464576,14,spruce,H,Old0
15.52799496,15.78010099,14,spruce,H,Old0
19.54167427,22.8099532,14,spruce,H,Old0
21.85067069,25.42846509,14,spruce,H,Old0
23.31609996,26.78431271,14,spruce,H,Old0
24.82408003,28.11321119,14,spruce,H,Old0
26.33618371,29.78879562,14,spruce,H,Old0
7.671102617,8.149743159,15,spruce,H,Old0
13.50363401,14.01666024,15,spruce,H,Old0
17.35179415,17.96143692,15,spruce,H,Old0
21.2258149,21.82377937,15,spruce,H,Old0
23.60752987,24.19348503,15,spruce,H,Old0
25.78168365,26.32949546,15,spruce,H,Old0
27.69097265,28.16252164,15,spruce,H,Old0
31.10152234,31.68850328,15,spruce,H,Old0
8.364119084,9.421889297,15,spruce,H,Old0
13.81166501,15.42654734,15,spruce,H,Old0
18.00304468,20.12050947,15,spruce,H,Old0
22.14673945,23.94854027,15,spruce,H,Old0
24.51225909,26.25794378,15,spruce,H,Old0
26.49760619,28.25329796,15,spruce,H,Old0
28.30619648,29.82489034,15,spruce,H,Old0
31.6324407,33.6989308,15,spruce,H,Old0
9.255741916,10.01466895,15,spruce,H,Old0
14.59645435,16.12286152,15,spruce,H,Old0
18.76586028,21.71877823,15,spruce,H,Old0
22.98789372,25.80201636,15,spruce,H,Old0
25.20611594,28.04436328,15,spruce,H,Old0
27.08407543,29.91649913,15,spruce,H,Old0
32.00756794,35.38273706,15,spruce,H,Old0
9.164152363,9.356619725,16,spruce,H,Old0
14.24648746,14.63099004,16,spruce,H,Old0
18.86836647,19.60560199,16,spruce,H,Old0
22.27119024,23.0433997,16,spruce,H,Old0
24.80780737,25.53801191,16,spruce,H,Old0
26.78346027,27.42745888,16,spruce,H,Old0
9.884423953,9.591145753,16,spruce,H,Old0
14.85274248,15.34470132,16,spruce,H,Old0
19.5431059,21.59878324,16,spruce,H,Old0
22.90542496,25.4152663,16,spruce,H,Old0
25.54755828,27.83867736,16,spruce,H,Old0
27.31292806,29.48600258,16,spruce,H,Old0
11.33882137,9.629655416,16,spruce,H,Old0
15.94632349,15.58653131,16,spruce,H,Old0
20.35228719,23.28001545,16,spruce,H,Old0
23.54315377,27.55510479,16,spruce,H,Old0
26.18579209,29.97336329,16,spruce,H,Old0
28.54919752,31.4697948,16,spruce,H,Old0
8.342532821,8.46173543,17,spruce,H,Old0
17.13002895,17.24916303,17,spruce,H,Old0
21.13545913,21.28926458,17,spruce,H,Old0
24.62813937,24.8209421,17,spruce,H,Old0
27.22342445,27.44187448,17,spruce,H,Old0
29.88793503,30.11246536,17,spruce,H,Old0
31.37703197,31.59407387,17,spruce,H,Old0
33.82776326,34.02376939,17,spruce,H,Old0
34.80297926,34.97623294,17,spruce,H,Old0
35.27665,35.46230552,17,spruce,H,Old0
8.342532821,10.53376789,17,spruce,H,Old0
17.13002895,19.11182159,17,spruce,H,Old0
21.13545913,24.06250846,17,spruce,H,Old0
24.55035536,28.69335805,17,spruce,H,Old0
27.22342445,31.97651818,17,spruce,H,Old0
29.88793503,34.76241429,17,spruce,H,Old0
31.41310851,36.1574292,17,spruce,H,Old0
33.82776326,38.19161755,17,spruce,H,Old0
34.80297926,38.78172781,17,spruce,H,Old0
35.8936188,39.4042454,17,spruce,H,Old0
8.560742334,10.77053072,17,spruce,H,Old0
18.55953238,19.23560859,17,spruce,H,Old0
20.30970725,24.37037344,17,spruce,H,Old0
25.54117331,29.25826929,17,spruce,H,Old0
28.17727969,32.68530337,17,spruce,H,Old0
30.54766193,35.50653184,17,spruce,H,Old0
31.71424899,36.88930739,17,spruce,H,Old0
34.14614263,38.86286676,17,spruce,H,Old0
35.25883015,39.42512745,17,spruce,H,Old0
36.18669357,40.03256247,17,spruce,H,Old0
7.626328631,7.701198454,18,spruce,H,Old0
13.98187795,14.32788552,18,spruce,H,Old0
18.62767247,19.23795198,18,spruce,H,Old0
21.5692581,22.23617323,18,spruce,H,Old0
24.03519605,24.69184418,18,spruce,H,Old0
25.84957749,26.49137303,18,spruce,H,Old0
8.508275692,7.79724172,18,spruce,H,Old0
14.82383093,15.50040489,18,spruce,H,Old0
19.62424236,21.7498181,18,spruce,H,Old0
22.44827898,25.02677493,18,spruce,H,Old0
25.17452308,27.49610031,18,spruce,H,Old0
26.41345885,29.21813341,18,spruce,H,Old0
10.34084456,7.85017654,18,spruce,H,Old0
15.94834656,16.25453533,18,spruce,H,Old0
20.81586613,23.88310551,18,spruce,H,Old0
23.50530384,27.42993736,18,spruce,H,Old0
26.30877697,29.88994206,18,spruce,H,Old0
26.93570041,31.53141194,18,spruce,H,Old0
6.638472039,7.061108505,19,spruce,H,Old0
11.38002953,11.98464787,19,spruce,H,Old0
16.63769006,17.50790579,19,spruce,H,Old0
19.96397432,20.78424214,19,spruce,H,Old0
21.29947878,22.21652373,19,spruce,H,Old0
24.89329881,25.63002654,19,spruce,H,Old0
25.1195898,25.81748037,19,spruce,H,Old0
25.04229277,25.79069057,19,spruce,H,Old0
28.54428305,29.37127829,19,spruce,H,Old0
9.380880553,8.349548262,19,spruce,H,Old0
14.09841443,13.97364406,19,spruce,H,Old0
18.90814783,21.00271402,19,spruce,H,Old0
21.33141453,24.49227549,19,spruce,H,Old0
22.7995343,26.17444219,19,spruce,H,Old0
24.62103101,28.9755274,19,spruce,H,Old0
25.88423985,29.00657189,19,spruce,H,Old0
25.43367723,29.18127724,19,spruce,H,Old0
29.69347591,32.83759731,19,spruce,H,Old0
11.4858848,8.751080607,19,spruce,H,Old0
16.21078796,14.71836345,19,spruce,H,Old0
20.39930374,23.45489062,19,spruce,H,Old0
22.23721225,27.40048552,19,spruce,H,Old0
24.11840276,29.13964766,19,spruce,H,Old0
25.47342458,31.76292745,19,spruce,H,Old0
26.83020004,31.71284861,19,spruce,H,Old0
25.97418123,31.9799057,19,spruce,H,Old0
30.40938667,35.23970258,19,spruce,H,Old0
7.363403307,7.915623665,20,spruce,H,Old0
15.04893359,16.11997174,20,spruce,H,Old0
17.15222528,18.42168933,20,spruce,H,Old0
21.30543217,22.84160359,20,spruce,H,Old0
23.79484199,25.38503659,20,spruce,H,Old0
25.04983792,26.63717708,20,spruce,H,Old0
26.45857301,27.98441081,20,spruce,H,Old0
28.32720647,29.82304393,20,spruce,H,Old0
29.21892001,30.72603983,20,spruce,H,Old0
10.09266701,8.811112907,20,spruce,H,Old0
15.6848554,17.88795535,20,spruce,H,Old0
18.01748589,20.5970715,20,spruce,H,Old0
21.38624177,25.56295003,20,spruce,H,Old0
24.3627756,28.20018048,20,spruce,H,Old0
25.42125987,29.44160706,20,spruce,H,Old0
26.77088943,30.6839344,20,spruce,H,Old0
28.94311225,32.45704443,20,spruce,H,Old0
29.60734727,33.36530196,20,spruce,H,Old0
12.00957989,9.572927709,20,spruce,H,Old0
16.16594835,19.45538463,20,spruce,H,Old0
18.8997371,22.70401196,20,spruce,H,Old0
21.89297173,28.43534256,20,spruce,H,Old0
24.62286328,31.16784616,20,spruce,H,Old0
25.8780976,32.3824047,20,spruce,H,Old0
27.17410984,33.51407595,20,spruce,H,Old0
29.49786149,35.20795897,20,spruce,H,Old0
29.94472345,36.10896383,20,spruce,H,Old0
8.466600241,8.568466833,21,spruce,H,Old0
14.92423657,15.24885747,21,spruce,H,Old0
18.89947222,19.65733135,21,spruce,H,Old0
22.48850249,23.52328763,21,spruce,H,Old0
25.03220853,26.11898958,21,spruce,H,Old0
28.20584772,29.26506658,21,spruce,H,Old0
29.42986149,30.44464972,21,spruce,H,Old0
8.514969155,8.615348172,21,spruce,H,Old0
14.89468963,15.52755077,21,spruce,H,Old0
19.3509688,20.77977417,21,spruce,H,Old0
23.2454771,25.19626389,21,spruce,H,Old0
25.59583136,27.88569156,21,spruce,H,Old0
28.90166185,31.03106547,21,spruce,H,Old0
29.57444201,32.18627733,21,spruce,H,Old0
8.970480845,8.67149361,21,spruce,H,Old0
15.31205184,15.63544471,21,spruce,H,Old0
20.44412254,21.92918226,21,spruce,H,Old0
24.50766077,27.07486326,21,spruce,H,Old0
26.86629313,29.87046131,21,spruce,H,Old0
30.48497268,33.00229321,21,spruce,H,Old0
30.07958402,34.11130326,21,spruce,H,Old0
6.65604708,6.736750639,22,spruce,H,Old0
14.48010312,14.6098584,22,spruce,H,Old0
19.37928592,19.99957828,22,spruce,H,Old0
22.62840451,23.57223763,22,spruce,H,Old0
25.71076254,26.78395632,22,spruce,H,Old0
27.38872312,28.45753446,22,spruce,H,Old0
29.3539316,30.37538246,22,spruce,H,Old0
30.95834026,31.9306108,22,spruce,H,Old0
29.71137182,30.75490006,22,spruce,H,Old0
10.29231232,7.260532442,22,spruce,H,Old0
17.8657303,14.75498926,22,spruce,H,Old0
19.88623775,22.06841172,22,spruce,H,Old0
24.30756917,27.14361975,22,spruce,H,Old0
27.47818263,30.87544429,22,spruce,H,Old0
28.76581688,32.51505477,22,spruce,H,Old0
30.62913962,34.24447916,22,spruce,H,Old0
32.12278123,35.60957778,22,spruce,H,Old0
9.025873127,9.025873127,23,spruce,H,Old0
13.91364634,13.91364634,23,spruce,H,Old0
19.07549757,19.34257889,23,spruce,H,Old0
21.54119041,22.05625626,23,spruce,H,Old0
25.02576088,25.7665118,23,spruce,H,Old0
27.76039789,28.56857074,23,spruce,H,Old0
29.52941871,30.31350403,23,spruce,H,Old0
30.14908271,30.92177272,23,spruce,H,Old0
32.32736629,33.07286379,23,spruce,H,Old0
33.24040127,33.90318239,23,spruce,H,Old0
9.054567908,9.141462196,23,spruce,H,Old0
14.4281463,13.98614931,23,spruce,H,Old0
19.38530124,20.12871362,23,spruce,H,Old0
22.42255589,23.34926942,23,spruce,H,Old0
25.53735467,27.47119059,23,spruce,H,Old0
28.1703343,30.37350579,23,spruce,H,Old0
29.68156525,32.0811843,23,spruce,H,Old0
30.36474248,32.66556183,23,spruce,H,Old0
32.66598109,34.71067233,23,spruce,H,Old0
33.5347258,35.46770826,23,spruce,H,Old0
10.4753885,9.35271155,23,spruce,H,Old0
16.50532489,14.04711197,23,spruce,H,Old0
21.16196812,20.9488831,23,spruce,H,Old0
25.24393572,24.81088318,23,spruce,H,Old0
26.62545257,29.44119462,23,spruce,H,Old0
30.73667321,32.40898477,23,spruce,H,Old0
30.9139847,34.06348285,23,spruce,H,Old0
31.34353533,34.61346332,23,spruce,H,Old0
31.49362176,36.51236515,23,spruce,H,Old0
33.80532704,37.2199114,23,spruce,H,Old0
5.503680905,6.73737247,24,spruce,H,Old0
26.28788052,28.04215283,24,spruce,H,Old0
27.32957431,29.05643379,24,spruce,H,Old0
28.54729069,30.18019774,24,spruce,H,Old0
30.37420307,31.93213943,24,spruce,H,Old0
30.22306552,31.82458012,24,spruce,H,Old0
7.940446303,7.827978433,24,spruce,H,Old0
26.7592649,29.85362206,24,spruce,H,Old0
27.74261302,30.83587509,24,spruce,H,Old0
28.90432646,31.86294112,24,spruce,H,Old0
30.77731546,33.53195586,24,spruce,H,Old0
30.5952666,33.46588289,24,spruce,H,Old0
11.23101302,8.957594503,24,spruce,H,Old0
27.37603303,32.22028469,24,spruce,H,Old0
29.33594236,33.15649708,24,spruce,H,Old0
29.4586867,34.06053265,24,spruce,H,Old0
31.63322402,35.61715562,24,spruce,H,Old0
31.30141879,35.59944104,24,spruce,H,Old0
8.201868226,8.668334502,25,spruce,H,Old0
13.29356763,14.37075925,25,spruce,H,Old0
18.58209941,20.66537685,25,spruce,H,Old0
21.13488328,23.20699984,25,spruce,H,Old0
24.10084206,26.25267924,25,spruce,H,Old0
24.94514267,26.92246222,25,spruce,H,Old0
28.94057445,30.6261857,25,spruce,H,Old0
8.800316186,8.819762165,25,spruce,H,Old0
15.87796778,14.85306854,25,spruce,H,Old0
19.85355498,22.03539999,25,spruce,H,Old0
21.75550467,24.69412084,25,spruce,H,Old0
25.1753428,27.77438913,25,spruce,H,Old0
29.66261082,31.8923353,25,spruce,H,Old0
10.66042965,8.853145723,25,spruce,H,Old0
18.06328354,15.19095938,25,spruce,H,Old0
22.8366504,24.14844427,25,spruce,H,Old0
23.70440812,27.06540562,25,spruce,H,Old0
27.45113784,30.14732315,25,spruce,H,Old0
6.676114829,6.915659187,26,spruce,H,Old0
13.1694869,13.43208273,26,spruce,H,Old0
18.11118599,18.67008798,26,spruce,H,Old0
22.33195017,22.97325859,26,spruce,H,Old0
25.47647984,26.10564715,26,spruce,H,Old0
28.19115353,28.80971556,26,spruce,H,Old0
