obs,sim,site,species,var,dataset
39.50215694,48.92016576,27,spruce,V,Old0
64.3475595,91.10732378,27,spruce,V,Old0
140.6202351,133.7750707,27,spruce,V,Old0
95.962125,84.67148675,27,spruce,V,Old0
24.05886152,17.2450313,27,spruce,V,Old0
88.52797416,56.0750558,27,spruce,V,Old0
1.144796363,1.364053689,1,spruce,B,Old0
4.59285138,5.464362256,1,spruce,B,Old0
5.270910158,5.963219831,1,spruce,B,Old0
3.79848986,4.136675897,1,spruce,B,Old0
2.834963393,3.027654173,1,spruce,B,Old0
2.104803264,2.21418139,1,spruce,B,Old0
0.888972546,1.763133919,1,spruce,B,Old0
4.633760807,7.763568963,1,spruce,B,Old0
5.694706098,8.004442035,1,spruce,B,Old0
4.311615024,5.117022695,1,spruce,B,Old0
3.535067316,3.579723942,1,spruce,B,Old0
2.284949059,2.522217112,1,spruce,B,Old0
0.844366839,1.807554449,1,spruce,B,Old0
4.36151726,9.054158147,1,spruce,B,Old0
5.412679435,9.446301406,1,spruce,B,Old0
3.87106065,5.81251214,1,spruce,B,Old0
3.944308847,3.954800553,1,spruce,B,Old0
2.49616226,2.706805977,1,spruce,B,Old0
1.048594905,1.286857839,2,spruce,B,Old0
1.604332828,1.953832959,2,spruce,B,Old0
5.644332624,6.7082933,2,spruce,B,Old0
7.357722896,8.316942334,2,spruce,B,Old0
3.798455499,4.166657316,2,spruce,B,Old0
1.455887667,1.55730385,2,spruce,B,Old0
1.123880228,1.547652792,2,spruce,B,Old0
1.791566842,2.484300469,2,spruce,B,Old0
5.879696818,8.839383491,2,spruce,B,Old0
8.291247153,10.35525861,2,spruce,B,Old0
3.742387887,4.936242103,2,spruce,B,Old0
1.678062081,1.772458687,2,spruce,B,Old0
1.142926134,1.499952969,2,spruce,B,Old0
1.832422272,2.591864983,2,spruce,B,Old0
6.330750983,9.947895111,2,spruce,B,Old0
9.192614264,11.37924975,2,spruce,B,Old0
3.44134968,5.244994239,2,spruce,B,Old0
1.985157672,1.84218342,2,spruce,B,Old0
0.852418807,1.036132775,3,spruce,B,Old0
1.440350419,1.772807763,3,spruce,B,Old0
4.604030214,5.654169897,3,spruce,B,Old0
5.553882026,6.342302749,3,spruce,B,Old0
3.121783167,3.47026968,3,spruce,B,Old0
0.857497715,0.94304441,3,spruce,B,Old0
1.084338158,1.159276426,3,spruce,B,Old0
0.754270216,1.248766966,3,spruce,B,Old0
1.931041011,2.152262219,3,spruce,B,Old0
5.192590144,7.309811212,3,spruce,B,Old0
6.270173878,7.617338349,3,spruce,B,Old0
3.447383065,4.02914502,3,spruce,B,Old0
0.938707885,1.076938881,3,spruce,B,Old0
1.227175903,1.277921764,3,spruce,B,Old0
0.457101731,1.36362776,3,spruce,B,Old0
1.110195211,2.339308701,3,spruce,B,Old0
5.130517509,8.862081748,3,spruce,B,Old0
7.300441735,8.985274063,3,spruce,B,Old0
3.899484428,4.625554483,3,spruce,B,Old0
1.053742536,1.211781677,3,spruce,B,Old0
1.39975406,1.402401072,3,spruce,B,Old0
1.092715738,1.223457702,4,spruce,B,Old0
3.671282628,4.471179357,4,spruce,B,Old0
7.10870859,8.616408616,4,spruce,B,Old0
3.396489264,3.960516991,4,spruce,B,Old0
3.173427459,3.567405504,4,spruce,B,Old0
0.824528445,0.904505801,4,spruce,B,Old0
1.04501589,1.321505026,4,spruce,B,Old0
2.959755526,5.409452184,4,spruce,B,Old0
8.003573804,10.78952382,4,spruce,B,Old0
3.760468953,4.811291785,4,spruce,B,Old0
3.688072696,4.162407791,4,spruce,B,Old0
0.972802892,1.025482157,4,spruce,B,Old0
0.967593084,1.260675797,4,spruce,B,Old0
3.461354426,5.683605128,4,spruce,B,Old0
8.928519768,12.05541915,4,spruce,B,Old0
4.412986474,5.28719952,4,spruce,B,Old0
4.747094853,4.441604031,4,spruce,B,Old0
1.199433896,1.071088864,4,spruce,B,Old0
0.276749769,0.288777733,5,spruce,B,Old0
1.087815726,1.060911801,5,spruce,B,Old0
2.479747439,2.520152514,5,spruce,B,Old0
8.427317385,8.76064287,5,spruce,B,Old0
9.85550504,10.13297554,5,spruce,B,Old0
10.6192753,10.80312697,5,spruce,B,Old0
3.202539552,3.234793391,5,spruce,B,Old0
0.826523575,0.819299845,5,spruce,B,Old0
0.314164174,0.311510208,5,spruce,B,Old0
1.148404286,0.974615981,5,spruce,B,Old0
2.687328173,2.463001408,5,spruce,B,Old0
8.983899611,8.990595687,5,spruce,B,Old0
10.80586136,10.23176756,5,spruce,B,Old0
11.60299632,10.719439,5,spruce,B,Old0
3.521828448,3.169121175,5,spruce,B,Old0
0.901990521,0.778752688,5,spruce,B,Old0
0.258999771,0.339547032,5,spruce,B,Old0
0.683600744,0.897105662,5,spruce,B,Old0
1.771853348,2.374644571,5,spruce,B,Old0
6.532568859,9.278725638,5,spruce,B,Old0
9.546568672,10.38914421,5,spruce,B,Old0
11.25574725,10.69018266,5,spruce,B,Old0
2.371058151,3.118969621,5,spruce,B,Old0
0.947406169,0.744999146,5,spruce,B,Old0
0.314149841,0.398141812,6,spruce,B,Old0
0.612962426,0.723218412,6,spruce,B,Old0
1.048255221,1.291939128,6,spruce,B,Old0
2.516679609,3.059055812,6,spruce,B,Old0
5.829919461,6.820109565,6,spruce,B,Old0
6.901683219,7.803184468,6,spruce,B,Old0
3.841919629,4.23036693,6,spruce,B,Old0
2.869361084,3.097430773,6,spruce,B,Old0
1.424850499,1.522461583,6,spruce,B,Old0
0.909315144,0.960930764,6,spruce,B,Old0
0.365181872,0.438206516,6,spruce,B,Old0
0.719104275,0.767870609,6,spruce,B,Old0
1.206069986,1.425577778,6,spruce,B,Old0
2.747592953,3.387789238,6,spruce,B,Old0
6.244477744,7.471484382,6,spruce,B,Old0
7.17798001,8.408878648,6,spruce,B,Old0
3.982232582,4.492675838,6,spruce,B,Old0
2.907993249,3.248476985,6,spruce,B,Old0
1.464060716,1.585121844,6,spruce,B,Old0
0.953790671,0.993986834,6,spruce,B,Old0
0.462907394,0.478617295,6,spruce,B,Old0
0.738318256,0.767208763,6,spruce,B,Old0
1.361352628,1.545347113,6,spruce,B,Old0
2.845503829,3.771849103,6,spruce,B,Old0
5.796486632,8.25350509,6,spruce,B,Old0
7.453450562,9.092013278,6,spruce,B,Old0
3.388440155,4.760417116,6,spruce,B,Old0
2.399337982,3.378171563,6,spruce,B,Old0
1.468458946,1.629183141,6,spruce,B,Old0
1.060479158,1.012724947,6,spruce,B,Old0
0.429383459,0.609268597,7,spruce,B,Old0
0.609277338,0.846834118,7,spruce,B,Old0
1.323678649,1.817053914,7,spruce,B,Old0
2.523254963,3.192332905,7,spruce,B,Old0
5.428094052,6.508521074,7,spruce,B,Old0
5.965777635,6.895836762,7,spruce,B,Old0
1.302504314,1.464555232,7,spruce,B,Old0
2.187261628,2.379305285,7,spruce,B,Old0
0.899202357,0.952198158,7,spruce,B,Old0
0.530168893,0.697017912,7,spruce,B,Old0
0.753309936,0.96761742,7,spruce,B,Old0
1.402067669,2.120995113,7,spruce,B,Old0
2.622139733,3.657141296,7,spruce,B,Old0
5.691849605,7.273082988,7,spruce,B,Old0
6.675928371,7.550269103,7,spruce,B,Old0
0.886808774,1.577720226,7,spruce,B,Old0
2.256766224,2.514534936,7,spruce,B,Old0
0.91948448,0.989216745,7,spruce,B,Old0
0.793490906,0.780453471,7,spruce,B,Old0
1.00789518,1.085481575,7,spruce,B,Old0
1.393491121,2.568760073,7,spruce,B,Old0
2.860995023,4.397350834,7,spruce,B,Old0
5.143440625,8.513578508,7,spruce,B,Old0
5.757923582,8.604769516,7,spruce,B,Old0
0.984144739,1.756738553,7,spruce,B,Old0
2.485562134,2.735416879,7,spruce,B,Old0
0.916088418,1.04741173,7,spruce,B,Old0
0.509805089,0.989957797,8,spruce,B,Old0
1.54569186,2.535610665,8,spruce,B,Old0
2.887563472,3.899111775,8,spruce,B,Old0
3.231335389,4.092216986,8,spruce,B,Old0
2.302878521,2.71737238,8,spruce,B,Old0
0.365279261,0.395701219,8,spruce,B,Old0
1.274223697,1.393693567,8,spruce,B,Old0
2.235704987,2.389496447,8,spruce,B,Old0
0.714790868,0.762442943,8,spruce,B,Old0
0.865901475,0.914811878,8,spruce,B,Old0
1.669571142,1.709748147,8,spruce,B,Old0
0.614219063,1.272623376,8,spruce,B,Old0
1.724197154,3.224158678,8,spruce,B,Old0
2.963973288,4.655054006,8,spruce,B,Old0
3.69165097,4.725364138,8,spruce,B,Old0
1.933970721,3.017687454,8,spruce,B,Old0
0.361006695,0.41806387,8,spruce,B,Old0
1.304200774,1.479067741,8,spruce,B,Old0
2.227970386,2.498946562,8,spruce,B,Old0
0.909315144,0.949093567,8,spruce,B,Old0
0.839323601,1.611934911,8,spruce,B,Old0
1.580042034,4.27693317,8,spruce,B,Old0
1.82076343,6.05644424,8,spruce,B,Old0
2.533386599,5.930038858,8,spruce,B,Old0
1.579137255,3.586565604,8,spruce,B,Old0
0.50895686,1.640805583,8,spruce,B,Old0
1.199519765,2.706088199,8,spruce,B,Old0
1.035079381,1.0123554,8,spruce,B,Old0
1.020332745,1.974952277,9,spruce,B,Old0
1.677670167,2.716600234,9,spruce,B,Old0
2.702768708,3.694565025,9,spruce,B,Old0
3.718521012,4.597626159,9,spruce,B,Old0
2.71841384,3.184382067,9,spruce,B,Old0
3.253618706,3.658481206,9,spruce,B,Old0
0.4860358,0.534731509,9,spruce,B,Old0
1.20130419,1.289222165,9,spruce,B,Old0
0.771191882,0.824755601,9,spruce,B,Old0
0.929710364,0.972876169,9,spruce,B,Old0
1.31046511,2.488893031,9,spruce,B,Old0
1.810895687,3.419460466,9,spruce,B,Old0
2.976523951,4.43105332,9,spruce,B,Old0
3.887422458,5.242712923,9,spruce,B,Old0
3.110431196,3.523376622,9,spruce,B,Old0
3.136383893,3.950341687,9,spruce,B,Old0
0.427683858,0.568602684,9,spruce,B,Old0
1.188844634,1.351034819,9,spruce,B,Old0
0.77272812,0.862038248,9,spruce,B,Old0
0.939992796,1.003168399,9,spruce,B,Old0
1.648321409,3.020154403,9,spruce,B,Old0
2.00582837,4.48281709,9,spruce,B,Old0
2.954498245,5.664690467,9,spruce,B,Old0
3.826205383,6.375797024,9,spruce,B,Old0
2.710525301,4.154283013,9,spruce,B,Old0
3.129510088,4.496748784,9,spruce,B,Old0
0.589010924,1.465396154,9,spruce,B,Old0
0.856033733,0.925366817,9,spruce,B,Old0
1.002874915,1.0593049,9,spruce,B,Old0
0.692652458,0.748527208,10,spruce,B,Old0
2.659171649,2.868137139,10,spruce,B,Old0
3.890008381,4.289673752,10,spruce,B,Old0
6.729154019,7.242211423,10,spruce,B,Old0
4.752287207,5.028688968,10,spruce,B,Old0
2.927738551,3.051748502,10,spruce,B,Old0
1.405165671,1.440836791,10,spruce,B,Old0
0.679767019,0.855450101,10,spruce,B,Old0
2.78022605,3.303892553,10,spruce,B,Old0
4.182760638,5.406755816,10,spruce,B,Old0
7.200294743,8.904294595,10,spruce,B,Old0
5.342661189,5.930602766,10,spruce,B,Old0
3.337637852,3.458868339,10,spruce,B,Old0
1.623545631,1.558866783,10,spruce,B,Old0
0.420860515,0.851859363,10,spruce,B,Old0
2.089473274,3.206436458,10,spruce,B,Old0
4.071494262,5.878792679,10,spruce,B,Old0
7.589734422,9.768041947,10,spruce,B,Old0
6.07117689,6.355684368,10,spruce,B,Old0
3.866672238,3.620522102,10,spruce,B,Old0
1.893791321,1.579551117,10,spruce,B,Old0
1.418769422,1.51831259,11,spruce,B,Old0
3.552137727,3.848056067,11,spruce,B,Old0
7.11141385,7.941000373,11,spruce,B,Old0
5.692094649,6.231451944,11,spruce,B,Old0
3.786788518,4.04675221,11,spruce,B,Old0
2.899655113,3.053299692,11,spruce,B,Old0
3.708711213,3.877292416,11,spruce,B,Old0
1.739447492,1.627030996,11,spruce,B,Old0
3.695595065,4.210921108,11,spruce,B,Old0
7.437729334,9.291733313,11,spruce,B,Old0
6.198301219,7.248139867,11,spruce,B,Old0
4.054312586,4.552148029,11,spruce,B,Old0
3.003694189,3.347039977,11,spruce,B,Old0
3.953938701,4.196611148,11,spruce,B,Old0
1.016706649,1.606109311,11,spruce,B,Old0
3.59355439,4.215354785,11,spruce,B,Old0
8.33321414,10.22443116,11,spruce,B,Old0
6.676835593,8.073727395,11,spruce,B,Old0
4.686305035,5.003214269,11,spruce,B,Old0
3.499306611,3.576563009,11,spruce,B,Old0
4.53700957,4.412358144,11,spruce,B,Old0
1.730764479,1.858836261,12,spruce,B,Old0
4.625366864,5.201249634,12,spruce,B,Old0
3.616871989,4.149514165,12,spruce,B,Old0
6.155671552,6.927748226,12,spruce,B,Old0
5.077319874,5.559928042,12,spruce,B,Old0
2.205520215,2.344174684,12,spruce,B,Old0
1.36288398,1.934774575,12,spruce,B,Old0
3.838650977,5.935002458,12,spruce,B,Old0
4.050219789,5.072115612,12,spruce,B,Old0
7.108403158,8.386564862,12,spruce,B,Old0
5.69877926,6.484358922,12,spruce,B,Old0
2.408475828,2.597657112,12,spruce,B,Old0
1.566563903,1.735166971,12,spruce,B,Old0
4.083031979,5.656597373,12,spruce,B,Old0
4.356333086,5.253709621,12,spruce,B,Old0
7.861765802,8.688007339,12,spruce,B,Old0
6.689401964,6.532962351,12,spruce,B,Old0
2.81082658,2.509646739,12,spruce,B,Old0
2.293650616,2.404643418,13,spruce,B,Old0
5.0119922,5.892197655,13,spruce,B,Old0
5.375090497,6.416698592,13,spruce,B,Old0
4.443425016,5.124484043,13,spruce,B,Old0
2.593698895,2.898270774,13,spruce,B,Old0
1.960449809,2.037692948,13,spruce,B,Old0
2.270647177,2.297129011,13,spruce,B,Old0
5.399123681,6.745657136,13,spruce,B,Old0
5.817924162,7.739217448,13,spruce,B,Old0
5.024130965,5.926599933,13,spruce,B,Old0
2.85935546,3.211276803,13,spruce,B,Old0
2.236953596,2.016387389,13,spruce,B,Old0
6.1493011,6.851607029,13,spruce,B,Old0
6.311459641,8.367252513,13,spruce,B,Old0
5.298304737,6.192629129,13,spruce,B,Old0
3.348841776,3.232125227,13,spruce,B,Old0
0.318528043,0.395446158,14,spruce,B,Old0
2.034677026,2.305026023,14,spruce,B,Old0
5.111214168,5.756977466,14,spruce,B,Old0
5.404378758,5.797140059,14,spruce,B,Old0
11.37105351,11.93688469,14,spruce,B,Old0
5.56138476,5.763040981,14,spruce,B,Old0
1.26691596,1.306965128,14,spruce,B,Old0
0.255136593,0.502288813,14,spruce,B,Old0
1.887321604,2.687478402,14,spruce,B,Old0
4.367888802,7.1079544,14,spruce,B,Old0
4.777199055,6.662450987,14,spruce,B,Old0
10.43354827,13.17787921,14,spruce,B,Old0
3.299644216,6.203060987,14,spruce,B,Old0
1.362921068,1.393437522,14,spruce,B,Old0
0.394102981,0.545225778,14,spruce,B,Old0
1.723065396,2.823251704,14,spruce,B,Old0
5.075660175,8.301125199,14,spruce,B,Old0
5.141486358,7.583669166,14,spruce,B,Old0
11.59840174,14.50386181,14,spruce,B,Old0
3.655787922,6.671191593,14,spruce,B,Old0
1.429586646,1.484303858,14,spruce,B,Old0
0.438541791,0.488118727,15,spruce,B,Old0
3.428906028,3.6916804,15,spruce,B,Old0
5.765725727,6.155467257,15,spruce,B,Old0
6.942207998,7.283827007,15,spruce,B,Old0
4.167573001,4.31495661,15,spruce,B,Old0
4.597112165,4.718649878,15,spruce,B,Old0
0.617794195,0.629623651,15,spruce,B,Old0
1.246893216,1.26636309,15,spruce,B,Old0
0.266475779,0.638027685,15,spruce,B,Old0
3.063892232,4.475973463,15,spruce,B,Old0
6.327903915,7.653284426,15,spruce,B,Old0
7.33517706,8.576811384,15,spruce,B,Old0
4.361954137,4.86297571,15,spruce,B,Old0
5.178547334,5.166014778,15,spruce,B,Old0
0.683748006,0.673119771,15,spruce,B,Old0
1.394518618,1.335218511,15,spruce,B,Old0
0.389022437,0.715917824,15,spruce,B,Old0
3.120799237,4.893798439,15,spruce,B,Old0
6.039142463,8.868506047,15,spruce,B,Old0
7.941047929,9.795958581,15,spruce,B,Old0
4.35486101,5.370167706,15,spruce,B,Old0
5.720894218,5.57651444,15,spruce,B,Old0
1.517467791,1.395265183,15,spruce,B,Old0
0.58485656,0.621140393,16,spruce,B,Old0
3.089103513,3.342292304,16,spruce,B,Old0
6.32251412,6.964853903,16,spruce,B,Old0
6.853693624,7.368451336,16,spruce,B,Old0
3.639731439,3.838557359,16,spruce,B,Old0
2.421564161,2.512219207,16,spruce,B,Old0
0.651291427,0.666124872,16,spruce,B,Old0
3.086683504,3.82480099,16,spruce,B,Old0
6.690590969,8.782825379,16,spruce,B,Old0
7.399471717,9.022768197,16,spruce,B,Old0
4.056223176,4.490456825,16,spruce,B,Old0
2.620279714,2.81293543,16,spruce,B,Old0
0.331683462,0.596321199,16,spruce,B,Old0
2.623234775,3.53376568,16,spruce,B,Old0
5.999175514,9.206283245,16,spruce,B,Old0
5.290446937,9.386071382,16,spruce,B,Old0
4.538511645,4.539044583,16,spruce,B,Old0
1.860981313,2.759655136,16,spruce,B,Old0
0.075278843,0.078718116,17,spruce,B,Old0
0.125409237,0.12875127,17,spruce,B,Old0
0.300600151,0.308098925,17,spruce,B,Old0
1.117920038,1.142649141,17,spruce,B,Old0
2.341052014,2.384777023,17,spruce,B,Old0
3.30388733,3.352510569,17,spruce,B,Old0
4.378516221,4.427788736,17,spruce,B,Old0
7.627912627,7.688813244,17,spruce,B,Old0
2.838793387,2.855085175,17,spruce,B,Old0
1.709029545,1.718184051,17,spruce,B,Old0
0.075278843,0.143966964,17,spruce,B,Old0
0.125409237,0.182915706,17,spruce,B,Old0
0.300600151,0.449192565,17,spruce,B,Old0
1.102900083,1.664423886,17,spruce,B,Old0
2.341052014,3.339455389,17,spruce,B,Old0
3.980319352,4.407641806,17,spruce,B,Old0
4.884837284,5.50950438,17,spruce,B,Old0
8.168718953,9.032977524,17,spruce,B,Old0
3.530509258,3.225971031,17,spruce,B,Old0
0.91948448,1.919266375,17,spruce,B,Old0
0.081470922,0.15202709,17,spruce,B,Old0
0.1457322,0.18663538,17,spruce,B,Old0
0.209946354,0.465497143,17,spruce,B,Old0
1.164987379,1.744242203,17,spruce,B,Old0
2.630251325,3.496178107,17,spruce,B,Old0
3.620968277,4.584385923,17,spruce,B,Old0
5.063537358,5.690527997,17,spruce,B,Old0
8.038710424,9.257623688,17,spruce,B,Old0
3.79144366,3.290969697,17,spruce,B,Old0
0.974675979,1.952419057,17,spruce,B,Old0
2.120781208,2.173812699,18,spruce,B,Old0
4.809886345,5.17822258,18,spruce,B,Old0
5.892169923,6.424731778,18,spruce,B,Old0
3.881040116,4.157626873,18,spruce,B,Old0
3.06393641,3.234143072,18,spruce,B,Old0
2.538127066,2.637464974,18,spruce,B,Old0
2.078762406,2.109828655,18,spruce,B,Old0
5.293367637,6.082091696,18,spruce,B,Old0
6.538493707,8.19815068,18,spruce,B,Old0
4.392756472,5.047813049,18,spruce,B,Old0
3.152917113,3.753608996,18,spruce,B,Old0
2.784899169,2.892499629,18,spruce,B,Old0
2.029650477,1.899459613,18,spruce,B,Old0
5.33934779,6.097248653,18,spruce,B,Old0
7.194968761,8.972030595,18,spruce,B,Old0
5.119068149,5.386041718,18,spruce,B,Old0
3.155837813,3.889043351,18,spruce,B,Old0
3.050751539,2.884144897,18,spruce,B,Old0
2.5173931,2.960152379,19,spruce,B,Old0
0.996007044,1.16762123,19,spruce,B,Old0
2.098452993,2.387974901,19,spruce,B,Old0
3.327897825,3.603560232,19,spruce,B,Old0
1.253355842,1.353242737,19,spruce,B,Old0
4.586829994,4.798595698,19,spruce,B,Old0
1.132526698,1.172099985,19,spruce,B,Old0
1.704654353,1.748494931,19,spruce,B,Old0
1.919486931,1.977946487,19,spruce,B,Old0
3.913604142,4.41750842,19,spruce,B,Old0
1.455752949,1.766754206,19,spruce,B,Old0
2.97189429,3.635605853,19,spruce,B,Old0
4.221803108,4.931219849,19,spruce,B,Old0
1.639021247,1.808488573,19,spruce,B,Old0
3.147683853,5.806257498,19,spruce,B,Old0
1.319966333,1.361518833,19,spruce,B,Old0
1.870582806,1.956501205,19,spruce,B,Old0
2.544690049,2.231353151,19,spruce,B,Old0
5.045511248,4.900175074,19,spruce,B,Old0
1.896160606,2.002986743,19,spruce,B,Old0
3.788560027,4.583639381,19,spruce,B,Old0
5.0317406,6.056779663,19,spruce,B,Old0
2.110836104,2.17284685,19,spruce,B,Old0
3.717690932,6.697773818,19,spruce,B,Old0
1.628043127,1.532226805,19,spruce,B,Old0
2.151170663,2.13864767,19,spruce,B,Old0
3.07907496,2.414137153,19,spruce,B,Old0
0.011114955,0.014461181,20,spruce,B,Old0
0.277210994,0.3501652,20,spruce,B,Old0
0.434557662,0.533188754,20,spruce,B,Old0
1.306893119,1.534745974,20,spruce,B,Old0
5.318163442,6.048644237,20,spruce,B,Old0
1.967736559,2.1777233,20,spruce,B,Old0
4.338957286,4.689007385,20,spruce,B,Old0
1.614665526,1.725624359,20,spruce,B,Old0
0.647532511,0.686508519,20,spruce,B,Old0
0.018862122,0.020405699,20,spruce,B,Old0
0.324526521,0.477676235,20,spruce,B,Old0
0.520869779,0.712192169,20,spruce,B,Old0
0.763454139,1.961157377,20,spruce,B,Old0
5.306241098,7.406161894,20,spruce,B,Old0
2.217373794,2.565799837,20,spruce,B,Old0
4.813655078,5.334315244,20,spruce,B,Old0
1.238453523,1.928257576,20,spruce,B,Old0
0.747444582,0.757155192,20,spruce,B,Old0
0.026879467,0.025918703,20,spruce,B,Old0
0.308215372,0.597456612,20,spruce,B,Old0
0.627687071,0.896496319,20,spruce,B,Old0
0.901869569,2.439877497,20,spruce,B,Old0
5.73955469,8.918177477,20,spruce,B,Old0
2.587940356,2.994084851,20,spruce,B,Old0
5.509370196,6.043382232,20,spruce,B,Old0
1.535569648,2.148901256,20,spruce,B,Old0
0.852757052,0.833547159,20,spruce,B,Old0
0.274084324,0.282432276,21,spruce,B,Old0
2.269511077,2.420709483,21,spruce,B,Old0
4.691247043,5.19972819,21,spruce,B,Old0
7.106930536,7.913856266,21,spruce,B,Old0
3.559660096,3.871084027,21,spruce,B,Old0
5.778954778,6.140980089,21,spruce,B,Old0
0.837273712,0.869876609,21,spruce,B,Old0
0.364738907,0.277709934,21,spruce,B,Old0
2.383001111,2.475560756,21,spruce,B,Old0
4.830316515,5.794128523,21,spruce,B,Old0
7.544043884,8.981507279,21,spruce,B,Old0
3.825193398,4.260763361,21,spruce,B,Old0
6.410277457,6.559169867,21,spruce,B,Old0
0.861660325,0.899586037,21,spruce,B,Old0
0.265916183,0.257573873,21,spruce,B,Old0
1.948597387,2.235607103,21,spruce,B,Old0
4.534697555,5.830314462,21,spruce,B,Old0
7.041079809,9.298180537,21,spruce,B,Old0
3.458574444,4.29368687,21,spruce,B,Old0
8.360691076,6.423422917,21,spruce,B,Old0
0.935124506,0.852920716,21,spruce,B,Old0
0.448796146,0.465330301,22,spruce,B,Old0
0.996891163,1.029478473,22,spruce,B,Old0
2.065341915,2.276534504,22,spruce,B,Old0
4.469833484,4.946553607,22,spruce,B,Old0
4.537564258,4.936969965,22,spruce,B,Old0
7.222011002,7.71299449,22,spruce,B,Old0
3.606042766,3.784965575,22,spruce,B,Old0
3.567190101,3.706702478,22,spruce,B,Old0
1.040799829,1.079657619,22,spruce,B,Old0
0.563832433,0.57453612,22,spruce,B,Old0
1.042184093,0.86136816,22,spruce,B,Old0
1.176496996,2.424315659,22,spruce,B,Old0
3.171943384,5.510875521,22,spruce,B,Old0
1.746234642,5.268634874,22,spruce,B,Old0
5.590238325,7.794756372,22,spruce,B,Old0
1.403015644,3.623981697,22,spruce,B,Old0
3.259952156,3.43520848,22,spruce,B,Old0
0.436607748,0.37492993,23,spruce,B,Old0
1.457183574,1.251333121,23,spruce,B,Old0
3.2205988,2.872317505,23,spruce,B,Old0
5.202776868,4.700691254,23,spruce,B,Old0
7.559869657,6.867820551,23,spruce,B,Old0
5.401138991,4.849659686,23,spruce,B,Old0
5.273231991,4.705198351,23,spruce,B,Old0
5.559612706,4.907099416,23,spruce,B,Old0
2.045657874,1.801644258,23,spruce,B,Old0
1.594849146,1.390651182,23,spruce,B,Old0
0.641365958,0.377950236,23,spruce,B,Old0
1.720468673,1.126734556,23,spruce,B,Old0
3.525642538,2.825103719,23,spruce,B,Old0
5.489736812,4.689841425,23,spruce,B,Old0
8.293176287,6.865154949,23,spruce,B,Old0
5.883609082,4.722304041,23,spruce,B,Old0
6.317600473,4.526451047,23,spruce,B,Old0
5.873953594,4.615475569,23,spruce,B,Old0
2.238424035,1.684224565,23,spruce,B,Old0
1.737816155,1.275965625,23,spruce,B,Old0
0.679482312,0.404340016,23,spruce,B,Old0
1.581443381,1.011629055,23,spruce,B,Old0
3.320795971,2.768245001,23,spruce,B,Old0
5.337173219,4.698330117,23,spruce,B,Old0
7.649189063,6.912763757,23,spruce,B,Old0
3.86464002,4.625580012,23,spruce,B,Old0
5.398841701,4.377905925,23,spruce,B,Old0
5.812618906,4.363225771,23,spruce,B,Old0
1.801752474,1.580563435,23,spruce,B,Old0
1.886919088,1.17521078,23,spruce,B,Old0
0.287141569,0.523317869,24,spruce,B,Old0
1.585367034,1.820740087,24,spruce,B,Old0
5.083593285,5.675549618,24,spruce,B,Old0
3.873687415,4.216538837,24,spruce,B,Old0
3.92098095,4.190880873,24,spruce,B,Old0
4.82622459,5.106171027,24,spruce,B,Old0
0.457463014,0.752840187,24,spruce,B,Old0
1.720040827,2.072895757,24,spruce,B,Old0
5.511415373,6.307183877,24,spruce,B,Old0
4.170674734,4.581466757,24,spruce,B,Old0
4.268808664,4.475995984,24,spruce,B,Old0
5.283653046,5.40142072,24,spruce,B,Old0
0.726889142,1.009261743,24,spruce,B,Old0
1.924040146,2.415377119,24,spruce,B,Old0
7.338276633,7.161828757,24,spruce,B,Old0
4.214471678,5.074679235,24,spruce,B,Old0
4.768893666,4.858977395,24,spruce,B,Old0
6.310275261,5.797075986,24,spruce,B,Old0
2.546365566,2.895546415,25,spruce,B,Old0
3.231730183,4.008738777,25,spruce,B,Old0
5.135578964,6.799417244,25,spruce,B,Old0
4.742801343,5.760778568,25,spruce,B,Old0
3.347663678,3.915262081,25,spruce,B,Old0
1.844271967,2.052254258,25,spruce,B,Old0
1.52829756,1.626372903,25,spruce,B,Old0
3.297241116,3.012351618,25,spruce,B,Old0
5.747857919,4.369588727,25,spruce,B,Old0
5.925139738,7.957005285,25,spruce,B,Old0
3.363624714,6.529469501,25,spruce,B,Old0
3.867771795,4.333600909,25,spruce,B,Old0
0.863135128,2.211990123,25,spruce,B,Old0
1.72342537,1.702514212,25,spruce,B,Old0
2.41201012,2.772981686,25,spruce,B,Old0
4.687134066,4.222588744,25,spruce,B,Old0
6.664723009,8.971840183,25,spruce,B,Old0
4.229412743,7.132389494,25,spruce,B,Old0
5.303479638,4.573762713,25,spruce,B,Old0
0.863135128,2.265143139,25,spruce,B,Old0
0.104261606,0.108202646,26,spruce,B,Old0
2.161734814,2.238347756,26,spruce,B,Old0
7.361316092,7.822189164,26,spruce,B,Old0
8.642202322,9.138358214,26,spruce,B,Old0
6.382366369,6.673435893,26,spruce,B,Old0
1.462067769,1.516274637,26,spruce,B,Old0
0.61166809,0.62956285,26,spruce,B,Old0
0.102602453,0.119240583,26,spruce,B,Old0
1.707072726,2.399613961,26,spruce,B,Old0
7.154540391,9.157134625,26,spruce,B,Old0
9.106696613,10.83339384,26,spruce,B,Old0
6.852819869,7.649846352,26,spruce,B,Old0
0.523251891,1.695617606,26,spruce,B,Old0
0.073017486,0.126275552,26,spruce,B,Old0
1.14437912,2.294154326,26,spruce,B,Old0
6.482298468,9.539937888,26,spruce,B,Old0
9.490923212,11.78158413,26,spruce,B,Old0
